Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.phylum
Staphylococcus aureus subsp. aureus,464,CRW_16S_B_10693,Bacteria,
Staphylococcus caprae,464,CRW_16S_B_10694,Bacteria,
Staphylococcus capitis subsp. capitis,464,CRW_16S_B_10695,Bacteria,
Staphylococcus capitis subsp. capitis,464,CRW_16S_B_10696,Bacteria,
Staphylococcus capitis subsp. capitis,464,CRW_16S_B_10697,Bacteria,
Staphylococcus capitis subsp. urealyticus,464,CRW_16S_B_10698,Bacteria,
Staphylococcus epidermidis,464,CRW_16S_B_10700,Bacteria,
Staphylococcus epidermidis,464,CRW_16S_B_10701,Bacteria,
Staphylococcus epidermidis,464,CRW_16S_B_10702,Bacteria,
Staphylococcus equorum subsp. equorum,464,CRW_16S_B_10703,Bacteria,
Staphylococcus equorum subsp. equorum,464,CRW_16S_B_10704,Bacteria,
Staphylococcus equorum subsp. linens,464,CRW_16S_B_10705,Bacteria,
Staphylococcus haemolyticus,464,CRW_16S_B_10706,Bacteria,
Staphylococcus haemolyticus,464,CRW_16S_B_10707,Bacteria,
Staphylococcus haemolyticus,464,CRW_16S_B_10708,Bacteria,
Staphylococcus hominis subsp. hominis,464,CRW_16S_B_10709,Bacteria,
Staphylococcus hominis subsp. hominis,464,CRW_16S_B_10710,Bacteria,
Staphylococcus hominis subsp. novobiosepticus,464,CRW_16S_B_10711,Bacteria,
Staphylococcus hyicus,464,CRW_16S_B_10712,Bacteria,
Staphylococcus lugdunensis,464,CRW_16S_B_10713,Bacteria,
Staphylococcus lugdunensis,464,CRW_16S_B_10714,Bacteria,
Staphylococcus muscae,464,CRW_16S_B_10715,Bacteria,
Staphylococcus pasteuri,464,CRW_16S_B_10716,Bacteria,
Staphylococcus saccharolyticus,464,CRW_16S_B_10717,Bacteria,
Staphylococcus warneri,464,CRW_16S_B_10722,Bacteria,
Staphylococcus warneri,464,CRW_16S_B_10723,Bacteria,
Staphylococcus xylosus,464,CRW_16S_B_10724,Bacteria,
Staphylococcus xylosus,464,CRW_16S_B_10725,Bacteria,
Staphylococcus xylosus,464,CRW_16S_B_10726,Bacteria,
Staphylococcus epidermidis,335,CRW_16S_B_10763,Bacteria,
Geobacillus stearothermophilus,746,CRW_16S_B_10770,Bacteria,
Bacillus licheniformis,420,CRW_16S_B_10773,Bacteria,
Bacillus subtilis,664,CRW_16S_B_10782,Bacteria,
Lactococcus lactis subsp. lactis,614,CRW_16S_B_10796,Bacteria,
Paenibacillus polymyxa,601,CRW_16S_B_10801,Bacteria,
Streptococcus pneumoniae,456,CRW_16S_B_10817,Bacteria,
Bacillus anthracis,586,CRW_16S_B_10898,Bacteria,
Bacillus cereus,554,CRW_16S_B_10900,Bacteria,
Staphylococcus epidermidis,273,CRW_16S_B_10903,Bacteria,
Bacillus thuringiensis,506,CRW_16S_B_10909,Bacteria,
Bacillus cereus,484,CRW_16S_B_10910,Bacteria,
Bacillus cereus,515,CRW_16S_B_10911,Bacteria,
Bacillus cereus,369,CRW_16S_B_10915,Bacteria,
Staphylococcus epidermidis,638,CRW_16S_B_10924,Bacteria,
Staphylococcus pasteuri,480,CRW_16S_B_10949,Bacteria,
Bacillus cereus,523,CRW_16S_B_10978,Bacteria,
Streptococcus pyogenes,464,CRW_16S_B_10983,Bacteria,
Staphylococcus epidermidis,720,CRW_16S_B_11006,Bacteria,
Bacillus benzoevorans,668,CRW_16S_B_11007,Bacteria,
Bacillus benzoevorans,642,CRW_16S_B_11008,Bacteria,
Bacillus benzoevorans,666,CRW_16S_B_11009,Bacteria,
Staphylococcus pasteuri,718,CRW_16S_B_11010,Bacteria,
Enterococcus faecalis,598,CRW_16S_B_11037,Bacteria,
Staphylococcus epidermidis,392,CRW_16S_B_11072,Bacteria,
Staphylococcus epidermidis,579,CRW_16S_B_11076,Bacteria,
Bacillus cereus,701,CRW_16S_B_11117,Bacteria,
Bacillus cereus,567,CRW_16S_B_11175,Bacteria,
Staphylococcus epidermidis,474,CRW_16S_B_11191,Bacteria,
Bacillus cereus,737,CRW_16S_B_11199,Bacteria,
Bacillus cereus,54,CRW_16S_B_11350,Bacteria,
Bacillus cereus,55,CRW_16S_B_11351,Bacteria,
Bacillus cereus,583,CRW_16S_B_11360,Bacteria,
Bacillus cereus,477,CRW_16S_B_11382,Bacteria,
Bacillus cereus,489,CRW_16S_B_11383,Bacteria,
Bacillus cereus,482,CRW_16S_B_11384,Bacteria,
Bacillus cereus,467,CRW_16S_B_11385,Bacteria,
Bacillus cereus,161,CRW_16S_B_11395,Bacteria,
Bacillus cereus,375,CRW_16S_B_11399,Bacteria,
Bacillus cereus,325,CRW_16S_B_11408,Bacteria,
Bacillus cereus,325,CRW_16S_B_11409,Bacteria,
Bacillus cereus,325,CRW_16S_B_11410,Bacteria,
Bacillus cereus,325,CRW_16S_B_11411,Bacteria,
Bacillus mycoides,483,CRW_16S_B_11457,Bacteria,
Bacillus mycoides,750,CRW_16S_B_11458,Bacteria,
Bacillus mycoides,623,CRW_16S_B_11459,Bacteria,
Bacillus mycoides,545,CRW_16S_B_11460,Bacteria,
Bacillus pumilus,383,CRW_16S_B_11483,Bacteria,
Bacillus thuringiensis,54,CRW_16S_B_11604,Bacteria,
Bacillus thuringiensis,475,CRW_16S_B_11609,Bacteria,
Bacillus thuringiensis,748,CRW_16S_B_11610,Bacteria,
Bacillus thuringiensis,686,CRW_16S_B_11611,Bacteria,
Bacillus thuringiensis,501,CRW_16S_B_11754,Bacteria,
Staphylococcus warneri,414,CRW_16S_B_11764,Bacteria,
Lactococcus lactis subsp. lactis,361,CRW_16S_B_11769,Bacteria,
Staphylococcus hominis subsp. novobiosepticus,473,CRW_16S_B_11808,Bacteria,
Bacillus cereus,621,CRW_16S_B_11817,Bacteria,
Bacillus cereus,621,CRW_16S_B_11818,Bacteria,
Bacillus cereus,625,CRW_16S_B_11819,Bacteria,
Bacillus cereus,621,CRW_16S_B_11820,Bacteria,
Bacillus cereus,621,CRW_16S_B_11821,Bacteria,
Bacillus cereus,621,CRW_16S_B_11822,Bacteria,
Bacillus cereus,621,CRW_16S_B_11823,Bacteria,
Bacillus cereus,622,CRW_16S_B_11824,Bacteria,
Bacillus cereus,557,CRW_16S_B_11825,Bacteria,
Bacillus cereus,621,CRW_16S_B_11826,Bacteria,
Bacillus cereus,622,CRW_16S_B_11827,Bacteria,
Bacillus cereus,621,CRW_16S_B_11828,Bacteria,
Bacillus cereus,588,CRW_16S_B_11833,Bacteria,
Bacillus cereus,588,CRW_16S_B_11834,Bacteria,
Bacillus amyloliquefaciens,588,CRW_16S_B_11835,Bacteria,
Bacillus cereus,638,CRW_16S_B_11891,Bacteria,
Streptococcus equinus,666,CRW_16S_B_11895,Bacteria,
Streptococcus equinus,662,CRW_16S_B_11896,Bacteria,
Streptococcus hyovaginalis,459,CRW_16S_B_11929,Bacteria,
Streptococcus pluranimalium,461,CRW_16S_B_11930,Bacteria,
Streptococcus lutetiensis,427,CRW_16S_B_11931,Bacteria,
Streptococcus ovis,435,CRW_16S_B_11933,Bacteria,
Streptococcus urinalis,461,CRW_16S_B_11934,Bacteria,
Streptococcus acidominimus,441,CRW_16S_B_11935,Bacteria,
Streptococcus didelphis,458,CRW_16S_B_11936,Bacteria,
Staphylococcus epidermidis,475,CRW_16S_B_11941,Bacteria,
Staphylococcus epidermidis,495,CRW_16S_B_11943,Bacteria,
Actinomyces israelii,734,CRW_16S_B_1213,Bacteria,Actinobacteria
Actinomyces israelii,726,CRW_16S_B_1215,Bacteria,Actinobacteria
Geobacillus stearothermophilus,488,CRW_16S_B_12815,Bacteria,
Bacillus cereus,677,CRW_16S_B_12819,Bacteria,
Streptococcus halichoeri,455,CRW_16S_B_12867,Bacteria,
Streptococcus devriesei,420,CRW_16S_B_12869,Bacteria,
Streptococcus dysgalactiae subsp. equisimilis,448,CRW_16S_B_12870,Bacteria,
Lactococcus lactis subsp. lactis,437,CRW_16S_B_12889,Bacteria,
Lactococcus lactis subsp. lactis,470,CRW_16S_B_12890,Bacteria,
Lactococcus lactis subsp. lactis,475,CRW_16S_B_12891,Bacteria,
Lactococcus lactis subsp. lactis,481,CRW_16S_B_12892,Bacteria,
Bacillus anthracis,608,CRW_16S_B_13026,Bacteria,
Enterococcus faecalis,546,CRW_16S_B_13144,Bacteria,
Enterococcus faecalis,546,CRW_16S_B_13145,Bacteria,
Enterococcus faecalis,546,CRW_16S_B_13146,Bacteria,
Enterococcus faecalis,546,CRW_16S_B_13147,Bacteria,
Enterococcus faecalis,546,CRW_16S_B_13148,Bacteria,
Enterococcus faecalis,546,CRW_16S_B_13149,Bacteria,
Enterococcus faecalis,546,CRW_16S_B_13150,Bacteria,
Enterococcus faecalis,546,CRW_16S_B_13151,Bacteria,
Enterococcus faecalis,546,CRW_16S_B_13152,Bacteria,
Paenibacillus motobuensis,481,CRW_16S_B_13309,Bacteria,
Mycobacterium asiaticum,554,CRW_16S_B_1372,Bacteria,Actinobacteria
Mycobacterium marinum,554,CRW_16S_B_1373,Bacteria,Actinobacteria
Mycobacterium ulcerans,554,CRW_16S_B_1374,Bacteria,Actinobacteria
Paenibacillus amylolyticus,501,CRW_16S_B_14845,Bacteria,
Bacillus pumilus,671,CRW_16S_B_14846,Bacteria,
Bacillus pumilus,572,CRW_16S_B_14848,Bacteria,
Bacillus subtilis,644,CRW_16S_B_14849,Bacteria,
Bacillus thuringiensis,681,CRW_16S_B_14880,Bacteria,
Enterococcus faecium,533,CRW_16S_B_14881,Bacteria,
Enterococcus faecium,533,CRW_16S_B_14882,Bacteria,
Staphylococcus epidermidis,728,CRW_16S_B_14888,Bacteria,
Staphylococcus arlettae,732,CRW_16S_B_14889,Bacteria,
Geobacillus thermocatenulatus,746,CRW_16S_B_14900,Bacteria,
Bacillus subtilis,412,CRW_16S_B_14903,Bacteria,
Halobacillus trueperi,470,CRW_16S_B_14906,Bacteria,
Oceanobacillus picturae,446,CRW_16S_B_14907,Bacteria,
Staphylococcus pasteuri,486,CRW_16S_B_14908,Bacteria,
Halobacillus trueperi,469,CRW_16S_B_14914,Bacteria,
Halobacillus locisalis,446,CRW_16S_B_14919,Bacteria,
Halobacillus trueperi,502,CRW_16S_B_14920,Bacteria,
Virgibacillus halodenitrificans,467,CRW_16S_B_14923,Bacteria,
Oceanobacillus picturae,466,CRW_16S_B_14924,Bacteria,
Virgibacillus halodenitrificans,467,CRW_16S_B_14925,Bacteria,
Oceanobacillus picturae,446,CRW_16S_B_14926,Bacteria,
Halobacillus trueperi,469,CRW_16S_B_14927,Bacteria,
Virgibacillus halodenitrificans,493,CRW_16S_B_14928,Bacteria,
Oceanobacillus picturae,447,CRW_16S_B_14929,Bacteria,
Bacillus subtilis,384,CRW_16S_B_14930,Bacteria,
Virgibacillus pantothenticus,485,CRW_16S_B_14931,Bacteria,
Virgibacillus pantothenticus,487,CRW_16S_B_14932,Bacteria,
Virgibacillus halodenitrificans,495,CRW_16S_B_14933,Bacteria,
Virgibacillus halodenitrificans,493,CRW_16S_B_14934,Bacteria,
Halobacillus trueperi,469,CRW_16S_B_14935,Bacteria,
Halobacillus trueperi,469,CRW_16S_B_14936,Bacteria,
Bacillus licheniformis,795,CRW_16S_B_14987,Bacteria,
Staphylococcus epidermidis,694,CRW_16S_B_15039,Bacteria,
Staphylococcus epidermidis,630,CRW_16S_B_15040,Bacteria,
Staphylococcus epidermidis,642,CRW_16S_B_15041,Bacteria,
Staphylococcus epidermidis,744,CRW_16S_B_15043,Bacteria,
Staphylococcus epidermidis,549,CRW_16S_B_15044,Bacteria,
Bacillus licheniformis,551,CRW_16S_B_15060,Bacteria,
Enterococcus hirae,592,CRW_16S_B_15076,Bacteria,
Enterococcus hirae,593,CRW_16S_B_15077,Bacteria,
Enterococcus faecalis,487,CRW_16S_B_15086,Bacteria,
Oenococcus oeni,208,CRW_16S_B_15163,Bacteria,
Listeria monocytogenes,377,CRW_16S_B_15196,Bacteria,
Lactococcus lactis subsp. lactis,721,CRW_16S_B_15204,Bacteria,
Staphylococcus epidermidis,724,CRW_16S_B_15305,Bacteria,
Staphylococcus haemolyticus,510,CRW_16S_B_15310,Bacteria,
Staphylococcus pasteuri,394,CRW_16S_B_15313,Bacteria,
Staphylococcus pasteuri,394,CRW_16S_B_15314,Bacteria,
Streptococcus agalactiae,386,CRW_16S_B_15346,Bacteria,
Streptococcus intermedius,405,CRW_16S_B_15352,Bacteria,
Streptococcus intermedius,509,CRW_16S_B_15355,Bacteria,
Streptococcus mitis,396,CRW_16S_B_15369,Bacteria,
Streptococcus mutans,392,CRW_16S_B_15377,Bacteria,
Streptococcus pneumoniae,386,CRW_16S_B_15382,Bacteria,
Streptococcus pyogenes,389,CRW_16S_B_15385,Bacteria,
Streptococcus sanguinis,398,CRW_16S_B_15397,Bacteria,
Staphylococcus arlettae,771,CRW_16S_B_15408,Bacteria,
Staphylococcus auricularis,391,CRW_16S_B_15424,Bacteria,
Staphylococcus auricularis,771,CRW_16S_B_15426,Bacteria,
Staphylococcus caprae,771,CRW_16S_B_15430,Bacteria,
Macrococcus caseolyticus,773,CRW_16S_B_15432,Bacteria,
Staphylococcus epidermidis,771,CRW_16S_B_15435,Bacteria,
Staphylococcus epidermidis,397,CRW_16S_B_15436,Bacteria,
Staphylococcus haemolyticus,771,CRW_16S_B_15444,Bacteria,
Staphylococcus intermedius,771,CRW_16S_B_15448,Bacteria,
Staphylococcus kloosii,771,CRW_16S_B_15449,Bacteria,
Staphylococcus lugdunensis,771,CRW_16S_B_15450,Bacteria,
Staphylococcus saccharolyticus,398,CRW_16S_B_15454,Bacteria,
Staphylococcus warneri,771,CRW_16S_B_15465,Bacteria,
Staphylococcus xylosus,771,CRW_16S_B_15466,Bacteria,
Weissella confusa,230,CRW_16S_B_15483,Bacteria,
Weissella viridescens,229,CRW_16S_B_15492,Bacteria,
Acetohalobium arabaticum,497,CRW_16S_B_15566,Bacteria,
Clostridium acetobutylicum,550,CRW_16S_B_15864,Bacteria,
Clostridium acetobutylicum,550,CRW_16S_B_15865,Bacteria,
Clostridium acetobutylicum,554,CRW_16S_B_15866,Bacteria,
Clostridium acetobutylicum,550,CRW_16S_B_15867,Bacteria,
Clostridium beijerinckii,550,CRW_16S_B_15894,Bacteria,
Clostridium beijerinckii,550,CRW_16S_B_15895,Bacteria,
Clostridium piliforme,625,CRW_16S_B_15996,Bacteria,
Clostridium saccharoperbutylacetonicum,551,CRW_16S_B_16012,Bacteria,
Peptostreptococcus anaerobius,565,CRW_16S_B_16364,Bacteria,
Peptostreptococcus anaerobius,565,CRW_16S_B_16365,Bacteria,
Peptostreptococcus anaerobius,565,CRW_16S_B_16366,Bacteria,
Thermoanaerobacter acetoethylicus,770,CRW_16S_B_16431,Bacteria,
Thermoanaerobacter ethanolicus,650,CRW_16S_B_16443,Bacteria,
Nocardia farcinica,500,CRW_16S_B_1917,Bacteria,Actinobacteria
Acholeplasma axanthum,546,CRW_16S_B_16477,Bacteria,
Mycoplasma hominis,144,CRW_16S_B_16667,Bacteria,
Mycoplasma genitalium,148,CRW_16S_B_16668,Bacteria,
Mycoplasma iners,136,CRW_16S_B_16669,Bacteria,
Erysipelothrix tonsillarum,552,CRW_16S_B_16830,Bacteria,
Mycoplasma bovirhinis,548,CRW_16S_B_16849,Bacteria,
Mycoplasma canadense,545,CRW_16S_B_16856,Bacteria,
Mycoplasma canis,547,CRW_16S_B_16858,Bacteria,
Mycoplasma collis,372,CRW_16S_B_16870,Bacteria,
Mycoplasma flocculare,547,CRW_16S_B_16882,Bacteria,
Corynebacterium auriscanis,418,CRW_16S_B_2057,Bacteria,Actinobacteria
Corynebacterium callunae,418,CRW_16S_B_2058,Bacteria,Actinobacteria
Mycoplasma hyopharyngis,547,CRW_16S_B_16896,Bacteria,
Mycoplasma hyopneumoniae,344,CRW_16S_B_16897,Bacteria,
Mycoplasma hyopneumoniae,547,CRW_16S_B_16898,Bacteria,
Mycoplasma hyosynoviae,544,CRW_16S_B_16902,Bacteria,
Corynebacterium efficiens,418,CRW_16S_B_2059,Bacteria,Actinobacteria
Mycoplasma meleagridis,548,CRW_16S_B_16910,Bacteria,
Corynebacterium terpenotabidum,418,CRW_16S_B_2060,Bacteria,Actinobacteria
Corynebacterium ulcerans,418,CRW_16S_B_2061,Bacteria,Actinobacteria
Corynebacterium vitaeruminis,418,CRW_16S_B_2062,Bacteria,Actinobacteria
Mycobacterium lacus,554,CRW_16S_B_2063,Bacteria,Actinobacteria
Mycoplasma ovipneumoniae,547,CRW_16S_B_16978,Bacteria,
Mycoplasma pneumoniae,277,CRW_16S_B_16983,Bacteria,
Mycoplasma sualvi,545,CRW_16S_B_17004,Bacteria,
Mycoplasma synoviae,545,CRW_16S_B_17008,Bacteria,
Streptomyces hebeiensis,426,CRW_16S_B_2114,Bacteria,Actinobacteria
Mycobacterium marinum,514,CRW_16S_B_2122,Bacteria,Actinobacteria
Nocardia farcinica,606,CRW_16S_B_2419,Bacteria,Actinobacteria
Streptomyces flaveus,763,CRW_16S_B_254,Bacteria,Actinobacteria
Bifidobacterium angulatum,643,CRW_16S_B_2777,Bacteria,Actinobacteria
Bifidobacterium bifidum,642,CRW_16S_B_2780,Bacteria,Actinobacteria
Bifidobacterium breve,642,CRW_16S_B_2785,Bacteria,Actinobacteria
Bifidobacterium catenulatum,642,CRW_16S_B_2789,Bacteria,Actinobacteria
Bifidobacterium longum,642,CRW_16S_B_2802,Bacteria,Actinobacteria
Bifidobacterium pseudocatenulatum,641,CRW_16S_B_2807,Bacteria,Actinobacteria
Corynebacterium xerosis,313,CRW_16S_B_2952,Bacteria,Actinobacteria
Streptomyces griseomycini,464,CRW_16S_B_318,Bacteria,Actinobacteria
Streptomyces griseorubens,564,CRW_16S_B_319,Bacteria,Actinobacteria
Streptomyces griseostramineus,564,CRW_16S_B_320,Bacteria,Actinobacteria
Streptomyces halstedii,565,CRW_16S_B_322,Bacteria,Actinobacteria
Streptomyces hawaiiensis,564,CRW_16S_B_323,Bacteria,Actinobacteria
Streptomyces hiroshimensis,568,CRW_16S_B_324,Bacteria,Actinobacteria
Streptomyces lateritius,565,CRW_16S_B_325,Bacteria,Actinobacteria
Streptomyces lavendulae subsp. lavendulae,564,CRW_16S_B_326,Bacteria,Actinobacteria
Streptomyces microflavus,563,CRW_16S_B_328,Bacteria,Actinobacteria
Streptomyces litmocidini,563,CRW_16S_B_329,Bacteria,Actinobacteria
Streptomyces luridus,563,CRW_16S_B_330,Bacteria,Actinobacteria
Streptomyces massasporeus,563,CRW_16S_B_332,Bacteria,Actinobacteria
Streptomyces michiganensis,564,CRW_16S_B_333,Bacteria,Actinobacteria
Streptomyces murinus,564,CRW_16S_B_335,Bacteria,Actinobacteria
Streptomyces mutabilis,564,CRW_16S_B_336,Bacteria,Actinobacteria
Streptomyces narbonensis,564,CRW_16S_B_337,Bacteria,Actinobacteria
Streptomyces flavovirens,566,CRW_16S_B_338,Bacteria,Actinobacteria
Streptomyces nitrosporeus,564,CRW_16S_B_339,Bacteria,Actinobacteria
Nocardia farcinica,459,CRW_16S_B_3409,Bacteria,Actinobacteria
Streptomyces pilosus,564,CRW_16S_B_341,Bacteria,Actinobacteria
Corynebacterium xerosis,692,CRW_16S_B_3413,Bacteria,Actinobacteria
Streptomyces pluricolorescens,565,CRW_16S_B_342,Bacteria,Actinobacteria
Streptomyces puniceus,564,CRW_16S_B_343,Bacteria,Actinobacteria
Streptomyces ramulosus,564,CRW_16S_B_344,Bacteria,Actinobacteria
Streptomyces recifensis,564,CRW_16S_B_345,Bacteria,Actinobacteria
Streptomyces resistomycificus,564,CRW_16S_B_346,Bacteria,Actinobacteria
Streptomyces roseolilacinus,564,CRW_16S_B_347,Bacteria,Actinobacteria
Streptomyces roseolus,564,CRW_16S_B_348,Bacteria,Actinobacteria
Streptomyces sioyaensis,563,CRW_16S_B_351,Bacteria,Actinobacteria
Streptomyces toxytricini,563,CRW_16S_B_352,Bacteria,Actinobacteria
Streptomyces violaceoruber,563,CRW_16S_B_353,Bacteria,Actinobacteria
Streptomyces virginiae,563,CRW_16S_B_354,Bacteria,Actinobacteria
Streptomyces xanthochromogenes,563,CRW_16S_B_355,Bacteria,Actinobacteria
Streptomyces xanthophaeus,563,CRW_16S_B_356,Bacteria,Actinobacteria
Streptomyces albofaciens,553,CRW_16S_B_358,Bacteria,Actinobacteria
Streptomyces albogriseolus,563,CRW_16S_B_359,Bacteria,Actinobacteria
Streptomyces amakusaensis,565,CRW_16S_B_360,Bacteria,Actinobacteria
Streptomyces ambofaciens,568,CRW_16S_B_361,Bacteria,Actinobacteria
Streptomyces cacaoi subsp. cacaoi,563,CRW_16S_B_362,Bacteria,Actinobacteria
Streptomyces antibioticus,564,CRW_16S_B_363,Bacteria,Actinobacteria
Streptomyces aurantiogriseus,564,CRW_16S_B_366,Bacteria,Actinobacteria
Streptomyces candidus,564,CRW_16S_B_368,Bacteria,Actinobacteria
Streptomyces catenulae,564,CRW_16S_B_369,Bacteria,Actinobacteria
Streptomyces cellostaticus,564,CRW_16S_B_370,Bacteria,Actinobacteria
Streptomyces corchorusii,564,CRW_16S_B_371,Bacteria,Actinobacteria
Streptomyces chromofuscus,564,CRW_16S_B_372,Bacteria,Actinobacteria
Streptomyces anulatus,567,CRW_16S_B_373,Bacteria,Actinobacteria
Frankia alni,268,CRW_16S_B_3736,Bacteria,Actinobacteria
Streptomyces filipinensis,564,CRW_16S_B_376,Bacteria,Actinobacteria
Streptomyces anulatus,565,CRW_16S_B_377,Bacteria,Actinobacteria
Streptomyces fragilis,564,CRW_16S_B_378,Bacteria,Actinobacteria
Streptomyces galbus,564,CRW_16S_B_379,Bacteria,Actinobacteria
Streptomyces gelaticus,564,CRW_16S_B_380,Bacteria,Actinobacteria
Gordonia bronchialis,798,CRW_16S_B_3808,Bacteria,Actinobacteria
Streptomyces globisporus subsp. globisporus,564,CRW_16S_B_381,Bacteria,Actinobacteria
Streptomyces goshikiensis,564,CRW_16S_B_382,Bacteria,Actinobacteria
Streptomyces griseofuscus,564,CRW_16S_B_384,Bacteria,Actinobacteria
Streptomyces griseoruber,564,CRW_16S_B_386,Bacteria,Actinobacteria
Streptomyces griseoviridis,563,CRW_16S_B_387,Bacteria,Actinobacteria
Streptomyces humidus,563,CRW_16S_B_390,Bacteria,Actinobacteria
Streptomyces netropsis,563,CRW_16S_B_392,Bacteria,Actinobacteria
Mobiluncus curtisii,331,CRW_16S_B_3920,Bacteria,Actinobacteria
Mobiluncus curtisii,331,CRW_16S_B_3921,Bacteria,Actinobacteria
Mobiluncus curtisii,369,CRW_16S_B_3922,Bacteria,Actinobacteria
Mobiluncus curtisii,369,CRW_16S_B_3923,Bacteria,Actinobacteria
Mobiluncus mulieris,331,CRW_16S_B_3925,Bacteria,Actinobacteria
Mobiluncus mulieris,369,CRW_16S_B_3926,Bacteria,Actinobacteria
Streptomyces lavendulocolor,563,CRW_16S_B_393,Bacteria,Actinobacteria
Streptomyces lavendofoliae,563,CRW_16S_B_394,Bacteria,Actinobacteria
Streptomyces longisporus,564,CRW_16S_B_396,Bacteria,Actinobacteria
Streptomyces longisporoflavus,564,CRW_16S_B_397,Bacteria,Actinobacteria
Streptomyces matensis,569,CRW_16S_B_398,Bacteria,Actinobacteria
Streptomyces misakiensis,551,CRW_16S_B_400,Bacteria,Actinobacteria
Mycobacterium conspicuum,461,CRW_16S_B_4004,Bacteria,Actinobacteria
Streptomyces naganishii,540,CRW_16S_B_401,Bacteria,Actinobacteria
Streptomyces nigrescens,564,CRW_16S_B_402,Bacteria,Actinobacteria
Mycobacterium intracellulare,609,CRW_16S_B_4033,Bacteria,Actinobacteria
Mycobacterium intracellulare,609,CRW_16S_B_4034,Bacteria,Actinobacteria
Mycobacterium intracellulare,611,CRW_16S_B_4035,Bacteria,Actinobacteria
Mycobacterium intracellulare,609,CRW_16S_B_4036,Bacteria,Actinobacteria
Streptomyces phaeochromogenes,559,CRW_16S_B_404,Bacteria,Actinobacteria
Mycobacterium kansasii,268,CRW_16S_B_4042,Bacteria,Actinobacteria
Mycobacterium leprae,666,CRW_16S_B_4048,Bacteria,Actinobacteria
Mycobacterium leprae,240,CRW_16S_B_4052,Bacteria,Actinobacteria
Mycobacterium leprae,313,CRW_16S_B_4053,Bacteria,Actinobacteria
Mycobacterium marinum,612,CRW_16S_B_4061,Bacteria,Actinobacteria
Streptomyces platensis,400,CRW_16S_B_407,Bacteria,Actinobacteria
Mycobacterium shimoidei,576,CRW_16S_B_4073,Bacteria,Actinobacteria
Streptomyces pseudogriseolus,564,CRW_16S_B_408,Bacteria,Actinobacteria
Streptomyces pseudovenezuelae,563,CRW_16S_B_409,Bacteria,Actinobacteria
Streptomyces racemochromogenes,494,CRW_16S_B_411,Bacteria,Actinobacteria
Streptomyces rochei,564,CRW_16S_B_413,Bacteria,Actinobacteria
Streptomyces filamentosus,563,CRW_16S_B_414,Bacteria,Actinobacteria
Nocardia otitidiscaviarum,373,CRW_16S_B_4148,Bacteria,Actinobacteria
Streptomyces roseoviridis,563,CRW_16S_B_415,Bacteria,Actinobacteria
Streptomyces rubiginosohelvolus,563,CRW_16S_B_416,Bacteria,Actinobacteria
Streptomyces rubiginosus,563,CRW_16S_B_417,Bacteria,Actinobacteria
Streptomyces sindenensis,565,CRW_16S_B_418,Bacteria,Actinobacteria
Streptomyces somaliensis,564,CRW_16S_B_419,Bacteria,Actinobacteria
Propionimicrobium lymphophilum,388,CRW_16S_B_4197,Bacteria,Actinobacteria
