Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.LTP.Classified,Taxonomy.LTP.superkingdom,Taxonomy.LTP.unknown 0,Taxonomy.LTP.class,Taxonomy.LTP.order,Taxonomy.LTP.family,Taxonomy.LTP.unknown 1,Taxonomy.LTP.unknown 2,Taxonomy.LTP.phylum
Vibrio vulnificus,AB073875,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_49,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio vulnificus,AB073877,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_50,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio vulnificus,AB073879,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_51,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Tuberibacillus calidus,AB231788,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_87,--,Yes,Bacteria,Bacillota,Bacilli,,Sporolactobacillaceae,Caryophanales,,
Sporolactobacillus terrae,AB231797,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_88,--,Yes,Bacteria,Bacillota,Bacilli,,Sporolactobacillaceae,Caryophanales,,
Halobacillus trueperi,AB243768,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_111,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
Halobacillus trueperi,AB243769,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_112,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
Halobacillus litoralis,AB243772,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_113,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
Halobacillus salinus,AB243776,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_114,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
Taylorella asinigenitalis,AB259167,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_158,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Acinetobacter baumannii,U60279,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_183,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Moraxellaceae,Moraxellales,,
Acinetobacter calcoaceticus,U60278,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_227,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Moraxellaceae,Moraxellales,,
Acholeplasma oculi,AF005321,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_538,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,,
Acholeplasma palmae,AF005323,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_539,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,,
Anaeroplasma abactoclasticum,AF005325,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_540,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,,,
Xanthomonas campestris,AF032904,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_544,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Lysobacterales,Lysobacteraceae,
Actinobacillus pleuropneumoniae,AF033061,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_545,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033062,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_546,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033063,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_547,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033064,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_548,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033065,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_549,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033066,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_550,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033067,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_551,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033068,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_552,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033069,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_553,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus lignieresii,AF033071,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_554,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus lignieresii,AF033072,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_555,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus lignieresii,AF033073,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_556,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus suis,AF033074,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_557,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus lignieresii,AF033077,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_558,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Vibrio cholerae,AF042844,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_563,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio cholerae,AF042845,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_564,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio cholerae,AF042846,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_565,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Pseudomonas aeruginosa,AF139107,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_656,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,
Haemophilus parainfluenzae,AF141943,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_657,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Bartonella vinsonii subsp. berkhoffii,AF143446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_658,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Bartonellaceae,Hyphomicrobiales,,
Campylobacter coli,AF146727,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_660,--,Yes,Bacteria,Campylobacterota,,Campylobacterales,Campylobacteraceae,Campylobacteria,,
Alcanivorax borkumensis,AF197900,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_758,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,,,
Zymobacter palmae,AF211871,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_779,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,,,
Brucella melitensis,AF220147,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_780,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Brucellaceae,Hyphomicrobiales,,
Brucella melitensis,AF220148,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_781,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Brucellaceae,Hyphomicrobiales,,
Brucella melitensis,AF220149,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_782,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Brucellaceae,Hyphomicrobiales,,
Pectobacterium cacticida,AF234275,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_787,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,,,
Pectobacterium betavasculorum,AF234281,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_792,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,,,
Pectobacterium atrosepticum,AF234282,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_793,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,,,
Erwinia rhapontici,AF234283,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_794,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Cupriavidus pauculus,AF237657,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_809,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,,
Neisseria gonorrhoeae,AF293419,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_836,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,,,
Vibrio campbellii,AF412996,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1035,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio diazotrophicus,AF413004,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1037,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio fluvialis,AF413007,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1038,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio fluvialis,AF413008,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1039,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio nigripulchritudo,AF413012,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1040,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio nigripulchritudo,AF413013,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1041,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio nigripulchritudo,AF413014,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1042,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio nigripulchritudo,AF413015,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1043,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio proteolyticus,AF413017,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1044,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Vibrio proteolyticus,AF413018,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1045,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Erwinia amylovora,AF449654,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_1071,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia amylovora,AF449656,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1072,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia amylovora,AF449660,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1073,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia amylovora,AF449662,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1074,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia pyrifoliae,AF449666,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1075,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia pyrifoliae,AF449669,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1076,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia amylovora,AF449672,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1077,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia amylovora,AF449674,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1078,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia amylovora,AF449680,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1079,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia amylovora,AF449681,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1080,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia amylovora,AF449684,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1081,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Erwinia amylovora,AF449686,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1082,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Acidithiobacillus caldus,AF512808,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1236,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus ferrooxidans,AF512809,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1237,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus ferrooxidans,AF512810,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1238,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512812,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1240,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512813,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1241,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512814,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1242,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512815,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1243,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512816,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1244,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512817,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1245,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512818,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1246,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512819,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1247,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512820,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1248,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512821,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1249,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512822,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1250,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Acidithiobacillus thiooxidans,AF512825,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1251,--,Yes,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,,,
Listeria monocytogenes,AF514302,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1252,--,Yes,Bacteria,Bacillota,Bacilli,,Listeriaceae,Caryophanales,,
Listeria monocytogenes,AF514303,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1253,--,Yes,Bacteria,Bacillota,Bacilli,,Listeriaceae,Caryophanales,,
Listeria monocytogenes,AF514304,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1254,--,Yes,Bacteria,Bacillota,Bacilli,,Listeriaceae,Caryophanales,,
Listeria monocytogenes,AF514305,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1255,--,Yes,Bacteria,Bacillota,Bacilli,,Listeriaceae,Caryophanales,,
Listeria monocytogenes,AF514306,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1256,--,Yes,Bacteria,Bacillota,Bacilli,,Listeriaceae,Caryophanales,,
Listeria monocytogenes,AF514307,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1257,--,Yes,Bacteria,Bacillota,Bacilli,,Listeriaceae,Caryophanales,,
Listeria monocytogenes,AF514308,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1258,--,Yes,Bacteria,Bacillota,Bacilli,,Listeriaceae,Caryophanales,,
Sodalis glossinidius,AF548136,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1290,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,,,
Roseovarius tolerans,AJ012701,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1304,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,
Roseovarius tolerans,AJ012702,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1305,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,
Roseovarius tolerans,AJ012703,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1306,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,
Antarctobacter heliothermus,AJ012704,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1307,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,
Marinovum algicola,AJ012705,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1308,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,
Leptospirillum ferrooxidans,AJ237904,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1313,--,Yes,Bacteria,Nitrospirota,Nitrospira,Nitrospirales,Nitrospiraceae,,,
Bacillus anthracis,AJ420048,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1386,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
Bacillus anthracis,AJ420049,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1387,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
Bacillus anthracis,AJ420050,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1388,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
Bacillus anthracis,AJ420051,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1389,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
Bacillus cereus,AJ420052,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1390,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
