Organism name,Length,Benchmark ID,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum
Bacillus luciferensis,674,CRW_16S_B_10086,Bacteria,Firmicutes
Bacillus luciferensis,697,CRW_16S_B_10087,Bacteria,Firmicutes
Bacillus luciferensis,646,CRW_16S_B_10088,Bacteria,Firmicutes
Bacillus luciferensis,649,CRW_16S_B_10089,Bacteria,Firmicutes
Bacillus luciferensis,674,CRW_16S_B_10090,Bacteria,Firmicutes
Bacillus luciferensis,734,CRW_16S_B_10091,Bacteria,Firmicutes
Bacillus luciferensis,671,CRW_16S_B_10092,Bacteria,Firmicutes
Bacillus luciferensis,587,CRW_16S_B_10093,Bacteria,Firmicutes
Staphylococcus aureus,542,CRW_16S_B_10109,Bacteria,Firmicutes
Bacillus pumilus,705,CRW_16S_B_10119,Bacteria,Firmicutes
uncultured Streptococcus sp.,729,CRW_16S_B_10133,Bacteria,Firmicutes
uncultured Streptococcus sp.,773,CRW_16S_B_10134,Bacteria,Firmicutes
Bacillus pumilus,553,CRW_16S_B_10146,Bacteria,Firmicutes
uncultured Bacillus sp.,582,CRW_16S_B_10163,Bacteria,Firmicutes
uncultured Bacillus sp.,609,CRW_16S_B_10187,Bacteria,Firmicutes
uncultured Bacillus sp.,728,CRW_16S_B_10188,Bacteria,Firmicutes
Enterococcus faecalis,312,CRW_16S_B_10224,Bacteria,Firmicutes
Staphylococcus saprophyticus,616,CRW_16S_B_10225,Bacteria,Firmicutes
Staphylococcus equorum,618,CRW_16S_B_10226,Bacteria,Firmicutes
Staphylococcus pasteuri,499,CRW_16S_B_10258,Bacteria,Firmicutes
Bacillus endophyticus,588,CRW_16S_B_10267,Bacteria,Firmicutes
Bacillus licheniformis,588,CRW_16S_B_10274,Bacteria,Firmicutes
Staphylococcus epidermidis,551,CRW_16S_B_10276,Bacteria,Firmicutes
uncultured Staphylococcus sp.,189,CRW_16S_B_10277,Bacteria,Firmicutes
Bacillus pumilus,725,CRW_16S_B_10333,Bacteria,Firmicutes
Bacillus cereus,349,CRW_16S_B_10334,Bacteria,Firmicutes
Staphylococcus haemolyticus,459,CRW_16S_B_10360,Bacteria,Firmicutes
uncultured Bacillales bacterium,590,CRW_16S_B_10366,Bacteria,Firmicutes
uncultured Streptococcus sp.,494,CRW_16S_B_10377,Bacteria,Firmicutes
Bacillus megaterium,381,CRW_16S_B_10419,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,438,CRW_16S_B_10436,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,438,CRW_16S_B_10437,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,436,CRW_16S_B_10438,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,462,CRW_16S_B_10439,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,436,CRW_16S_B_10440,Bacteria,Firmicutes
Streptococcus vestibularis,780,CRW_16S_B_10471,Bacteria,Firmicutes
Bacillus cereus,400,CRW_16S_B_10495,Bacteria,Firmicutes
Staphylococcus epidermidis,392,CRW_16S_B_10496,Bacteria,Firmicutes
Staphylococcus epidermidis,469,CRW_16S_B_10497,Bacteria,Firmicutes
uncultured Staphylococcus sp.,539,CRW_16S_B_10502,Bacteria,Firmicutes
Bacillus subtilis,559,CRW_16S_B_10584,Bacteria,Firmicutes
uncultured Bacillus sp.,644,CRW_16S_B_10596,Bacteria,Firmicutes
uncultured Staphylococcus sp.,498,CRW_16S_B_10597,Bacteria,Firmicutes
uncultured Enterococcus sp.,545,CRW_16S_B_10603,Bacteria,Firmicutes
uncultured Staphylococcus sp.,534,CRW_16S_B_10604,Bacteria,Firmicutes
uncultured Streptococcus sp.,505,CRW_16S_B_10605,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10610,Bacteria,Firmicutes
Staphylococcus saprophyticus,674,CRW_16S_B_10617,Bacteria,Firmicutes
Bacillus cereus,742,CRW_16S_B_10618,Bacteria,Firmicutes
Halobacillus litoralis,796,CRW_16S_B_10622,Bacteria,Firmicutes
Staphylococcus aureus subsp. anaerobius,464,CRW_16S_B_10689,Bacteria,Firmicutes
Staphylococcus caprae,464,CRW_16S_B_10694,Bacteria,Firmicutes
Staphylococcus capitis subsp. urealyticus,464,CRW_16S_B_10698,Bacteria,Firmicutes
Staphylococcus cohnii subsp. urealyticus,464,CRW_16S_B_10699,Bacteria,Firmicutes
Staphylococcus epidermidis,464,CRW_16S_B_10700,Bacteria,Firmicutes
Staphylococcus epidermidis,464,CRW_16S_B_10701,Bacteria,Firmicutes
Staphylococcus epidermidis,464,CRW_16S_B_10702,Bacteria,Firmicutes
Staphylococcus haemolyticus,464,CRW_16S_B_10706,Bacteria,Firmicutes
Staphylococcus haemolyticus,464,CRW_16S_B_10707,Bacteria,Firmicutes
Staphylococcus haemolyticus,464,CRW_16S_B_10708,Bacteria,Firmicutes
Staphylococcus hominis subsp. novobiosepticus,464,CRW_16S_B_10711,Bacteria,Firmicutes
Staphylococcus hyicus,464,CRW_16S_B_10712,Bacteria,Firmicutes
Staphylococcus lugdunensis,464,CRW_16S_B_10713,Bacteria,Firmicutes
Staphylococcus lugdunensis,464,CRW_16S_B_10714,Bacteria,Firmicutes
Staphylococcus muscae,464,CRW_16S_B_10715,Bacteria,Firmicutes
Staphylococcus pasteuri,464,CRW_16S_B_10716,Bacteria,Firmicutes
Staphylococcus saccharolyticus,464,CRW_16S_B_10717,Bacteria,Firmicutes
Staphylococcus warneri,464,CRW_16S_B_10722,Bacteria,Firmicutes
Staphylococcus warneri,464,CRW_16S_B_10723,Bacteria,Firmicutes
Staphylococcus xylosus,464,CRW_16S_B_10724,Bacteria,Firmicutes
Staphylococcus xylosus,464,CRW_16S_B_10725,Bacteria,Firmicutes
Staphylococcus xylosus,464,CRW_16S_B_10726,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,751,CRW_16S_B_10730,Bacteria,Firmicutes
uncultured Bacillus sp.,500,CRW_16S_B_10750,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10752,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10753,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10754,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10755,Bacteria,Firmicutes
Staphylococcus epidermidis,335,CRW_16S_B_10763,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,542,CRW_16S_B_10764,Bacteria,Firmicutes
Geobacillus stearothermophilus,746,CRW_16S_B_10770,Bacteria,Firmicutes
Bacillus licheniformis,420,CRW_16S_B_10773,Bacteria,Firmicutes
Bacillus subtilis,664,CRW_16S_B_10782,Bacteria,Firmicutes
Paenibacillus polymyxa,601,CRW_16S_B_10801,Bacteria,Firmicutes
Streptococcus pneumoniae,456,CRW_16S_B_10817,Bacteria,Firmicutes
uncultured Bacilli bacterium,522,CRW_16S_B_10823,Bacteria,Firmicutes
uncultured Bacilli bacterium,520,CRW_16S_B_10824,Bacteria,Firmicutes
uncultured Bacilli bacterium,521,CRW_16S_B_10825,Bacteria,Firmicutes
uncultured Bacilli bacterium,521,CRW_16S_B_10826,Bacteria,Firmicutes
uncultured Bacilli bacterium,494,CRW_16S_B_10827,Bacteria,Firmicutes
uncultured Bacilli bacterium,522,CRW_16S_B_10828,Bacteria,Firmicutes
uncultured Bacilli bacterium,515,CRW_16S_B_10829,Bacteria,Firmicutes
uncultured Bacilli bacterium,518,CRW_16S_B_10830,Bacteria,Firmicutes
uncultured Bacilli bacterium,515,CRW_16S_B_10831,Bacteria,Firmicutes
uncultured Staphylococcus sp.,798,CRW_16S_B_10833,Bacteria,Firmicutes
uncultured Staphylococcus sp.,792,CRW_16S_B_10835,Bacteria,Firmicutes
uncultured Staphylococcus sp.,799,CRW_16S_B_10837,Bacteria,Firmicutes
uncultured Staphylococcus sp.,799,CRW_16S_B_10838,Bacteria,Firmicutes
uncultured Streptococcus sp.,748,CRW_16S_B_10839,Bacteria,Firmicutes
uncultured Staphylococcus sp.,753,CRW_16S_B_10841,Bacteria,Firmicutes
uncultured Staphylococcus sp.,785,CRW_16S_B_10843,Bacteria,Firmicutes
uncultured Staphylococcus sp.,785,CRW_16S_B_10844,Bacteria,Firmicutes
uncultured Staphylococcus sp.,797,CRW_16S_B_10845,Bacteria,Firmicutes
uncultured Staphylococcus sp.,797,CRW_16S_B_10846,Bacteria,Firmicutes
uncultured Staphylococcus sp.,790,CRW_16S_B_10847,Bacteria,Firmicutes
uncultured Streptococcus sp.,659,CRW_16S_B_10848,Bacteria,Firmicutes
uncultured Staphylococcus sp.,799,CRW_16S_B_10850,Bacteria,Firmicutes
uncultured Staphylococcus sp.,698,CRW_16S_B_10852,Bacteria,Firmicutes
uncultured Staphylococcus sp.,776,CRW_16S_B_10854,Bacteria,Firmicutes
uncultured Staphylococcus sp.,787,CRW_16S_B_10856,Bacteria,Firmicutes
uncultured Streptococcus sp.,758,CRW_16S_B_10857,Bacteria,Firmicutes
uncultured Staphylococcus sp.,783,CRW_16S_B_10858,Bacteria,Firmicutes
uncultured Staphylococcus sp.,794,CRW_16S_B_10860,Bacteria,Firmicutes
uncultured Streptococcus sp.,765,CRW_16S_B_10861,Bacteria,Firmicutes
uncultured Staphylococcus sp.,717,CRW_16S_B_10862,Bacteria,Firmicutes
uncultured Staphylococcus sp.,767,CRW_16S_B_10863,Bacteria,Firmicutes
uncultured Staphylococcus sp.,728,CRW_16S_B_10864,Bacteria,Firmicutes
uncultured Streptococcus sp.,657,CRW_16S_B_10866,Bacteria,Firmicutes
uncultured Streptococcus sp.,759,CRW_16S_B_10867,Bacteria,Firmicutes
uncultured Streptococcus sp.,766,CRW_16S_B_10868,Bacteria,Firmicutes
uncultured Staphylococcus sp.,626,CRW_16S_B_10882,Bacteria,Firmicutes
uncultured Staphylococcus sp.,789,CRW_16S_B_10884,Bacteria,Firmicutes
uncultured Streptococcus sp.,713,CRW_16S_B_10890,Bacteria,Firmicutes
uncultured Streptococcus sp.,656,CRW_16S_B_10891,Bacteria,Firmicutes
Bacillus anthracis,586,CRW_16S_B_10898,Bacteria,Firmicutes
Bacillus cereus,554,CRW_16S_B_10900,Bacteria,Firmicutes
Staphylococcus epidermidis,273,CRW_16S_B_10903,Bacteria,Firmicutes
Bacillus thuringiensis,506,CRW_16S_B_10909,Bacteria,Firmicutes
Bacillus cereus,484,CRW_16S_B_10910,Bacteria,Firmicutes
Bacillus cereus,515,CRW_16S_B_10911,Bacteria,Firmicutes
Bacillus cereus,369,CRW_16S_B_10915,Bacteria,Firmicutes
uncultured Lactobacillus sp.,297,CRW_16S_B_10916,Bacteria,Firmicutes
uncultured Lactobacillus sp.,295,CRW_16S_B_10917,Bacteria,Firmicutes
uncultured Lactobacillus sp.,282,CRW_16S_B_10918,Bacteria,Firmicutes
uncultured Lactobacillus sp.,307,CRW_16S_B_10919,Bacteria,Firmicutes
uncultured Lactobacillus sp.,315,CRW_16S_B_10920,Bacteria,Firmicutes
uncultured Lactobacillus sp.,296,CRW_16S_B_10921,Bacteria,Firmicutes
uncultured Lactobacillus sp.,289,CRW_16S_B_10922,Bacteria,Firmicutes
uncultured Bacillaceae bacterium,496,CRW_16S_B_10923,Bacteria,Firmicutes
Staphylococcus epidermidis,638,CRW_16S_B_10924,Bacteria,Firmicutes
Staphylococcus pasteuri,480,CRW_16S_B_10949,Bacteria,Firmicutes
Bacillus cereus,523,CRW_16S_B_10978,Bacteria,Firmicutes
Streptococcus pyogenes,464,CRW_16S_B_10983,Bacteria,Firmicutes
uncultured Lactobacillus sp.,299,CRW_16S_B_11005,Bacteria,Firmicutes
Staphylococcus epidermidis,720,CRW_16S_B_11006,Bacteria,Firmicutes
Bacillus benzoevorans,668,CRW_16S_B_11007,Bacteria,Firmicutes
Bacillus benzoevorans,642,CRW_16S_B_11008,Bacteria,Firmicutes
Bacillus benzoevorans,666,CRW_16S_B_11009,Bacteria,Firmicutes
Staphylococcus pasteuri,718,CRW_16S_B_11010,Bacteria,Firmicutes
Staphylococcus saprophyticus,610,CRW_16S_B_11035,Bacteria,Firmicutes
Staphylococcus equorum,614,CRW_16S_B_11036,Bacteria,Firmicutes
Enterococcus faecalis,598,CRW_16S_B_11037,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,445,CRW_16S_B_11040,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,445,CRW_16S_B_11041,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,443,CRW_16S_B_11042,Bacteria,Firmicutes
uncultured Bacteroidetes bacterium,452,CRW_16S_B_11044,Bacteria,Bacteroidetes
uncultured Bacillus sp.,483,CRW_16S_B_11066,Bacteria,Firmicutes
uncultured Bacillus sp.,489,CRW_16S_B_11067,Bacteria,Firmicutes
Staphylococcus epidermidis,392,CRW_16S_B_11072,Bacteria,Firmicutes
Staphylococcus aureus,571,CRW_16S_B_11074,Bacteria,Firmicutes
Staphylococcus aureus,559,CRW_16S_B_11075,Bacteria,Firmicutes
Staphylococcus epidermidis,579,CRW_16S_B_11076,Bacteria,Firmicutes
Bacillus cereus,701,CRW_16S_B_11117,Bacteria,Firmicutes
Lactococcus lactis subsp. lactis bv. diacetylactis,507,CRW_16S_B_11134,Bacteria,Firmicutes
Lactococcus lactis subsp. lactis bv. diacetylactis,507,CRW_16S_B_11135,Bacteria,Firmicutes
Bacillus cereus,567,CRW_16S_B_11175,Bacteria,Firmicutes
Staphylococcus epidermidis,474,CRW_16S_B_11191,Bacteria,Firmicutes
Staphylococcus aureus,97,CRW_16S_B_11195,Bacteria,Firmicutes
Bacillus cereus,737,CRW_16S_B_11199,Bacteria,Firmicutes
Bacillus cereus,54,CRW_16S_B_11350,Bacteria,Firmicutes
Bacillus cereus,55,CRW_16S_B_11351,Bacteria,Firmicutes
Bacillus cereus,583,CRW_16S_B_11360,Bacteria,Firmicutes
Bacillus cereus,477,CRW_16S_B_11382,Bacteria,Firmicutes
Bacillus cereus,489,CRW_16S_B_11383,Bacteria,Firmicutes
Bacillus cereus,482,CRW_16S_B_11384,Bacteria,Firmicutes
Bacillus cereus,467,CRW_16S_B_11385,Bacteria,Firmicutes
Bacillus cereus,161,CRW_16S_B_11395,Bacteria,Firmicutes
Bacillus cereus,375,CRW_16S_B_11399,Bacteria,Firmicutes
Bacillus circulans,509,CRW_16S_B_11401,Bacteria,Firmicutes
Bacillus cereus,325,CRW_16S_B_11408,Bacteria,Firmicutes
Bacillus cereus,325,CRW_16S_B_11409,Bacteria,Firmicutes
Bacillus cereus,325,CRW_16S_B_11410,Bacteria,Firmicutes
Bacillus cereus,325,CRW_16S_B_11411,Bacteria,Firmicutes
Bacillus horikoshii,729,CRW_16S_B_11429,Bacteria,Firmicutes
Bacillus mycoides,483,CRW_16S_B_11457,Bacteria,Firmicutes
Bacillus mycoides,750,CRW_16S_B_11458,Bacteria,Firmicutes
Bacillus mycoides,623,CRW_16S_B_11459,Bacteria,Firmicutes
Bacillus mycoides,545,CRW_16S_B_11460,Bacteria,Firmicutes
Bacillus pumilus,383,CRW_16S_B_11483,Bacteria,Firmicutes
Bacillus thuringiensis,54,CRW_16S_B_11604,Bacteria,Firmicutes
Bacillus thuringiensis,475,CRW_16S_B_11609,Bacteria,Firmicutes
Bacillus thuringiensis,748,CRW_16S_B_11610,Bacteria,Firmicutes
Bacillus thuringiensis,686,CRW_16S_B_11611,Bacteria,Firmicutes
Bacillus thuringiensis,501,CRW_16S_B_11754,Bacteria,Firmicutes
Staphylococcus succinus,568,CRW_16S_B_11755,Bacteria,Firmicutes
Staphylococcus warneri,414,CRW_16S_B_11764,Bacteria,Firmicutes
uncultured Streptococcus sp.,498,CRW_16S_B_11792,Bacteria,Firmicutes
Staphylococcus aureus,306,CRW_16S_B_11806,Bacteria,Firmicutes
Staphylococcus aureus,282,CRW_16S_B_11807,Bacteria,Firmicutes
Staphylococcus hominis subsp. novobiosepticus,473,CRW_16S_B_11808,Bacteria,Firmicutes
Bacillus cereus,621,CRW_16S_B_11817,Bacteria,Firmicutes
Bacillus cereus,621,CRW_16S_B_11818,Bacteria,Firmicutes
Bacillus cereus,625,CRW_16S_B_11819,Bacteria,Firmicutes
Bacillus cereus,621,CRW_16S_B_11820,Bacteria,Firmicutes
Bacillus cereus,621,CRW_16S_B_11821,Bacteria,Firmicutes
Bacillus cereus,621,CRW_16S_B_11822,Bacteria,Firmicutes
Bacillus cereus,621,CRW_16S_B_11823,Bacteria,Firmicutes
Bacillus cereus,622,CRW_16S_B_11824,Bacteria,Firmicutes
Bacillus cereus,557,CRW_16S_B_11825,Bacteria,Firmicutes
Bacillus cereus,621,CRW_16S_B_11826,Bacteria,Firmicutes
Bacillus cereus,622,CRW_16S_B_11827,Bacteria,Firmicutes
Bacillus cereus,621,CRW_16S_B_11828,Bacteria,Firmicutes
Halobacillus blutaparonensis,500,CRW_16S_B_11831,Bacteria,Firmicutes
Bacillus megaterium,587,CRW_16S_B_11832,Bacteria,Firmicutes
Bacillus cereus,588,CRW_16S_B_11833,Bacteria,Firmicutes
Bacillus cereus,588,CRW_16S_B_11834,Bacteria,Firmicutes
Bacillus amyloliquefaciens,588,CRW_16S_B_11835,Bacteria,Firmicutes
Bacillus cereus,638,CRW_16S_B_11891,Bacteria,Firmicutes
Streptococcus equinus,666,CRW_16S_B_11895,Bacteria,Firmicutes
Streptococcus equinus,662,CRW_16S_B_11896,Bacteria,Firmicutes
uncultured Bacillus sp.,394,CRW_16S_B_11918,Bacteria,Firmicutes
uncultured Actinobacteridae bacterium,741,CRW_16S_B_1198,Bacteria,Actinobacteria
Streptococcus hyovaginalis,459,CRW_16S_B_11929,Bacteria,Firmicutes
uncultured Actinobacteridae bacterium,741,CRW_16S_B_1199,Bacteria,Actinobacteria
Streptococcus pluranimalium,461,CRW_16S_B_11930,Bacteria,Firmicutes
Streptococcus lutetiensis,427,CRW_16S_B_11931,Bacteria,Firmicutes
Streptococcus ovis,435,CRW_16S_B_11933,Bacteria,Firmicutes
Streptococcus urinalis,461,CRW_16S_B_11934,Bacteria,Firmicutes
Streptococcus acidominimus,441,CRW_16S_B_11935,Bacteria,Firmicutes
Streptococcus didelphis,458,CRW_16S_B_11936,Bacteria,Firmicutes
uncultured Actinobacteridae bacterium,741,CRW_16S_B_1200,Bacteria,Actinobacteria
Staphylococcus epidermidis,475,CRW_16S_B_11941,Bacteria,Firmicutes
Staphylococcus epidermidis,495,CRW_16S_B_11943,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,559,CRW_16S_B_11944,Bacteria,Firmicutes
uncultured Actinobacteridae bacterium,741,CRW_16S_B_1201,Bacteria,Actinobacteria
uncultured Actinobacteridae bacterium,741,CRW_16S_B_1202,Bacteria,Actinobacteria
uncultured Actinobacteridae bacterium,741,CRW_16S_B_1203,Bacteria,Actinobacteria
Bacillus sp. KT-1,439,CRW_16S_B_12014,Bacteria,Firmicutes
uncultured Bacillus sp.,478,CRW_16S_B_12015,Bacteria,Firmicutes
uncultured Paenibacillus sp.,586,CRW_16S_B_12039,Bacteria,Firmicutes
uncultured Staphylococcus sp.,793,CRW_16S_B_12052,Bacteria,Firmicutes
uncultured Staphylococcus sp.,771,CRW_16S_B_12053,Bacteria,Firmicutes
uncultured Staphylococcus sp.,757,CRW_16S_B_12055,Bacteria,Firmicutes
uncultured Staphylococcus sp.,800,CRW_16S_B_12056,Bacteria,Firmicutes
uncultured Staphylococcus sp.,782,CRW_16S_B_12059,Bacteria,Firmicutes
uncultured Staphylococcus sp.,766,CRW_16S_B_12060,Bacteria,Firmicutes
uncultured Staphylococcus sp.,798,CRW_16S_B_12061,Bacteria,Firmicutes
uncultured Staphylococcus sp.,669,CRW_16S_B_12064,Bacteria,Firmicutes
uncultured Staphylococcus sp.,763,CRW_16S_B_12065,Bacteria,Firmicutes
uncultured Staphylococcus sp.,726,CRW_16S_B_12067,Bacteria,Firmicutes
uncultured Staphylococcus sp.,780,CRW_16S_B_12068,Bacteria,Firmicutes
Actinomyces israelii,734,CRW_16S_B_1213,Bacteria,Actinobacteria
uncultured Staphylococcus sp.,751,CRW_16S_B_12070,Bacteria,Firmicutes
uncultured Staphylococcus sp.,800,CRW_16S_B_12071,Bacteria,Firmicutes
uncultured Staphylococcus sp.,778,CRW_16S_B_12072,Bacteria,Firmicutes
uncultured Staphylococcus sp.,792,CRW_16S_B_12074,Bacteria,Firmicutes
uncultured Staphylococcus sp.,730,CRW_16S_B_12079,Bacteria,Firmicutes
uncultured Staphylococcus sp.,765,CRW_16S_B_12080,Bacteria,Firmicutes
uncultured Staphylococcus sp.,784,CRW_16S_B_12083,Bacteria,Firmicutes
uncultured Staphylococcus sp.,723,CRW_16S_B_12086,Bacteria,Firmicutes
Actinomyces israelii,726,CRW_16S_B_1215,Bacteria,Actinobacteria
uncultured Staphylococcus sp.,794,CRW_16S_B_12103,Bacteria,Firmicutes
uncultured Staphylococcus sp.,754,CRW_16S_B_12104,Bacteria,Firmicutes
uncultured Staphylococcus sp.,759,CRW_16S_B_12108,Bacteria,Firmicutes
uncultured Staphylococcus sp.,609,CRW_16S_B_12111,Bacteria,Firmicutes
uncultured Staphylococcus sp.,759,CRW_16S_B_12112,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,798,CRW_16S_B_12127,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,719,CRW_16S_B_12129,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,773,CRW_16S_B_12130,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,783,CRW_16S_B_12135,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,784,CRW_16S_B_12136,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,783,CRW_16S_B_12137,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,783,CRW_16S_B_12138,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,779,CRW_16S_B_12140,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,799,CRW_16S_B_12143,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,793,CRW_16S_B_12145,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,797,CRW_16S_B_12146,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,772,CRW_16S_B_12147,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,764,CRW_16S_B_12148,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,773,CRW_16S_B_12149,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,795,CRW_16S_B_12152,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,798,CRW_16S_B_12154,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,771,CRW_16S_B_12158,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,751,CRW_16S_B_12159,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,800,CRW_16S_B_12160,Bacteria,Firmicutes
uncultured Streptococcaceae bacterium,795,CRW_16S_B_12161,Bacteria,Firmicutes
uncultured Staphylococcus sp.,784,CRW_16S_B_12167,Bacteria,Firmicutes
uncultured Staphylococcus sp.,782,CRW_16S_B_12175,Bacteria,Firmicutes
uncultured Staphylococcus sp.,800,CRW_16S_B_12180,Bacteria,Firmicutes
uncultured Staphylococcus sp.,790,CRW_16S_B_12184,Bacteria,Firmicutes
uncultured Staphylococcus sp.,783,CRW_16S_B_12189,Bacteria,Firmicutes
uncultured Staphylococcus sp.,748,CRW_16S_B_12190,Bacteria,Firmicutes
uncultured Staphylococcus sp.,799,CRW_16S_B_12191,Bacteria,Firmicutes
uncultured Staphylococcus sp.,796,CRW_16S_B_12194,Bacteria,Firmicutes
uncultured Staphylococcus sp.,788,CRW_16S_B_12196,Bacteria,Firmicutes
uncultured Staphylococcus sp.,793,CRW_16S_B_12208,Bacteria,Firmicutes
uncultured Staphylococcus sp.,778,CRW_16S_B_12214,Bacteria,Firmicutes
uncultured Staphylococcus sp.,789,CRW_16S_B_12216,Bacteria,Firmicutes
uncultured Staphylococcus sp.,773,CRW_16S_B_12223,Bacteria,Firmicutes
uncultured Staphylococcus sp.,792,CRW_16S_B_12225,Bacteria,Firmicutes
uncultured Staphylococcus sp.,756,CRW_16S_B_12227,Bacteria,Firmicutes
uncultured Staphylococcus sp.,786,CRW_16S_B_12229,Bacteria,Firmicutes
uncultured Staphylococcus sp.,752,CRW_16S_B_12233,Bacteria,Firmicutes
uncultured Staphylococcus sp.,786,CRW_16S_B_12235,Bacteria,Firmicutes
uncultured Staphylococcus sp.,759,CRW_16S_B_12240,Bacteria,Firmicutes
uncultured Staphylococcus sp.,780,CRW_16S_B_12246,Bacteria,Firmicutes
uncultured Staphylococcus sp.,795,CRW_16S_B_12252,Bacteria,Firmicutes
uncultured Staphylococcus sp.,794,CRW_16S_B_12258,Bacteria,Firmicutes
