Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.phylum
uncultured Bacillus sp.,420,CRW_16S_B_10025,,
Staphylococcus epidermidis,651,CRW_16S_B_10026,Bacteria,
Bacillus sp. MSB2047,538,CRW_16S_B_10028,,
Bacillus sp. MSB2029,538,CRW_16S_B_10029,,
Bacillus sp. MSB2054,538,CRW_16S_B_10030,,
Staphylococcus warneri,536,CRW_16S_B_10031,Bacteria,
Staphylococcus warneri,536,CRW_16S_B_10032,Bacteria,
Staphylococcus warneri,536,CRW_16S_B_10033,Bacteria,
Staphylococcus sp. MSB2024,536,CRW_16S_B_10034,,
Staphylococcus sp. MSB2005,536,CRW_16S_B_10035,,
Staphylococcus sp. MSB2032,536,CRW_16S_B_10036,,
Bacillus sp. T5-12,671,CRW_16S_B_10043,,
Bacillus cereus,629,CRW_16S_B_10044,Bacteria,
Bacillus megaterium,537,CRW_16S_B_10045,,
Bacillus luciferensis,724,CRW_16S_B_10081,,
Bacillus luciferensis,676,CRW_16S_B_10082,,
Bacillus luciferensis,630,CRW_16S_B_10083,,
Bacillus luciferensis,722,CRW_16S_B_10084,,
Bacillus luciferensis,648,CRW_16S_B_10085,,
Bacillus luciferensis,674,CRW_16S_B_10086,,
Bacillus luciferensis,697,CRW_16S_B_10087,,
Bacillus luciferensis,646,CRW_16S_B_10088,,
Bacillus luciferensis,649,CRW_16S_B_10089,,
Bacillus luciferensis,674,CRW_16S_B_10090,,
Bacillus luciferensis,734,CRW_16S_B_10091,,
Bacillus luciferensis,671,CRW_16S_B_10092,,
Bacillus luciferensis,587,CRW_16S_B_10093,,
marine bacterium 13691,466,CRW_16S_B_10102,,
Bacillus sphaericus,529,CRW_16S_B_10108,,
Staphylococcus aureus,542,CRW_16S_B_10109,,
Bacillus pumilus,705,CRW_16S_B_10119,Bacteria,
Lactobacillus sp. CL3,728,CRW_16S_B_10120,,
Lactobacillus sp. EL6,345,CRW_16S_B_10121,,
uncultured Streptococcus sp.,729,CRW_16S_B_10133,,
uncultured Streptococcus sp.,773,CRW_16S_B_10134,,
Bacillus sp. GWS-SE-H136,717,CRW_16S_B_10139,,
Bacillus sp. GWS-TZ-H236,717,CRW_16S_B_10140,,
Staphylococcus sp. pfB23,764,CRW_16S_B_10145,,
Bacillus pumilus,553,CRW_16S_B_10146,Bacteria,
Halobacillus sp. NRL-CB1,552,CRW_16S_B_10160,,
Bacillus sp. NRL-TS24,536,CRW_16S_B_10161,,
Bacillus sp. NRL-SS32,536,CRW_16S_B_10162,,
uncultured Bacillus sp.,582,CRW_16S_B_10163,,
uncultured Bacillus sp.,609,CRW_16S_B_10187,,
uncultured Bacillus sp.,728,CRW_16S_B_10188,,
Bacillus sp. D727,724,CRW_16S_B_10206,,
Staphylococcus sp. J318,724,CRW_16S_B_10207,,
Staphylococcus sp. J688,723,CRW_16S_B_10208,,
Enterococcus faecalis,312,CRW_16S_B_10224,Bacteria,
Staphylococcus saprophyticus,616,CRW_16S_B_10225,,
Staphylococcus equorum,618,CRW_16S_B_10226,,
extreme arid zone bacterium HX-IIF14,581,CRW_16S_B_10229,,
extreme arid zone bacterium HX-IIF04,581,CRW_16S_B_10230,,
glacial ice bacterium ML-35,680,CRW_16S_B_10231,,
glacial ice bacterium ML-A12,680,CRW_16S_B_10232,,
glacial ice bacterium ML-B4,680,CRW_16S_B_10233,,
glacial ice bacterium MS-T10-04,680,CRW_16S_B_10234,,
glacial ice bacterium MS-T10-05,680,CRW_16S_B_10235,,
glacial ice bacterium MS-T23-09,680,CRW_16S_B_10236,,
permafrost bacterium DT-IIF30,680,CRW_16S_B_10237,,
uncultured bacterium,494,CRW_16S_B_10244,,
uncultured bacterium,513,CRW_16S_B_10245,,
uncultured bacterium,505,CRW_16S_B_10246,,
uncultured bacterium,505,CRW_16S_B_10247,,
uncultured bacterium,693,CRW_16S_B_10248,,
uncultured bacterium,566,CRW_16S_B_10249,,
uncultured bacterium,566,CRW_16S_B_10250,,
Staphylococcus pasteuri,499,CRW_16S_B_10258,Bacteria,
Bacillus sp. HPB-2,587,CRW_16S_B_10262,,
Bacillus endophyticus,588,CRW_16S_B_10267,,
Bacillus sp. ICS11203,588,CRW_16S_B_10268,,
Bacillus sp. ICS11204,587,CRW_16S_B_10269,,
Bacillus sp. ICS11205,588,CRW_16S_B_10270,,
Bacillus sp. ICS20415,589,CRW_16S_B_10271,,
Bacillus sp. ICS20416,587,CRW_16S_B_10272,,
Bacillus sp. ICS20418,588,CRW_16S_B_10273,,
Bacillus licheniformis,588,CRW_16S_B_10274,Bacteria,
Staphylococcus epidermidis,551,CRW_16S_B_10276,Bacteria,
uncultured Staphylococcus sp.,189,CRW_16S_B_10277,,
Bacillus sp. Tf 1-41,536,CRW_16S_B_10278,,
Bacillus sp. Tf 1-42,534,CRW_16S_B_10279,,
Bacillus sp. Tf 1-45,476,CRW_16S_B_10280,,
Bacillus sp. Tf 253,538,CRW_16S_B_10281,,
Staphylococcus sp. Tf 254,534,CRW_16S_B_10282,,
Bacillus sp. 83-5C,768,CRW_16S_B_10301,,
Bacillus sp. ES-027,734,CRW_16S_B_10302,,
uncultured bacterium,578,CRW_16S_B_10315,,
microbial fuel cell bacterium P4,693,CRW_16S_B_10318,,
uncultured compost bacterium,496,CRW_16S_B_10322,,
Bacillus sp. BSD-8,527,CRW_16S_B_10326,,
Bacillus pumilus,725,CRW_16S_B_10333,Bacteria,
Bacillus cereus,349,CRW_16S_B_10334,Bacteria,
Streptococcus bovis,666,CRW_16S_B_10336,,
Bacillaceae bacterium C12,536,CRW_16S_B_10337,,
Bacillaceae bacterium C22,537,CRW_16S_B_10338,,
Bacillaceae bacterium C24,537,CRW_16S_B_10339,,
Staphylococcaceae bacterium C35,535,CRW_16S_B_10340,,
Staphylococcaceae bacterium C36,535,CRW_16S_B_10341,,
Staphylococcaceae bacterium C37,535,CRW_16S_B_10342,,
Staphylococcaceae bacterium C38,535,CRW_16S_B_10343,,
Staphylococcaceae bacterium C39,535,CRW_16S_B_10344,,
Staphylococcaceae bacterium C40,535,CRW_16S_B_10345,,
Mycobacterium sp. AMi8,654,CRW_16S_B_1041,,
Mycobacterium sp. F24,585,CRW_16S_B_1042,,
Staphylococcus haemolyticus,459,CRW_16S_B_10360,Bacteria,
Staphylococcus sp. Muzt-D84,668,CRW_16S_B_10363,,
uncultured Bacillales bacterium,590,CRW_16S_B_10366,,
Mycobacterium sp. F148,564,CRW_16S_B_1043,,
uncultured Streptococcus sp.,494,CRW_16S_B_10377,,
Bacillus megaterium,381,CRW_16S_B_10419,,
uncultured bacterium,559,CRW_16S_B_10420,,
uncultured bacterium,497,CRW_16S_B_10421,,
uncultured bacterium,498,CRW_16S_B_10422,,
uncultured bacterium,467,CRW_16S_B_10423,,
uncultured bacterium,501,CRW_16S_B_10424,,
uncultured bacterium,497,CRW_16S_B_10425,,
uncultured bacterium,479,CRW_16S_B_10426,,
uncultured low G+C Gram-positive bacterium,438,CRW_16S_B_10436,,
uncultured low G+C Gram-positive bacterium,438,CRW_16S_B_10437,,
uncultured low G+C Gram-positive bacterium,436,CRW_16S_B_10438,,
uncultured low G+C Gram-positive bacterium,462,CRW_16S_B_10439,,
uncultured low G+C Gram-positive bacterium,436,CRW_16S_B_10440,,
Sporosarcina sp. 34/47,724,CRW_16S_B_10442,,
Bacillus sp. 14III/A01/007,537,CRW_16S_B_10451,,
Staphylococcus sp. 14III/A01/027,538,CRW_16S_B_10452,,
Staphylococcus sp. 14III/A01/033,537,CRW_16S_B_10453,,
Staphylococcus sp. 18III/A01/063,519,CRW_16S_B_10454,,
Staphylococcus 9IX/A01/138,568,CRW_16S_B_10455,,
Bacillus sp. 5IX/A01/145,573,CRW_16S_B_10456,,
Bacillus sp. 12IX/A01/161,783,CRW_16S_B_10457,,
uncultured soil bacterium,723,CRW_16S_B_10460,,
uncultured soil bacterium,726,CRW_16S_B_10461,,
uncultured soil bacterium,752,CRW_16S_B_10462,,
uncultured soil bacterium,652,CRW_16S_B_10463,,
uncultured soil bacterium,741,CRW_16S_B_10464,,
uncultured soil bacterium,553,CRW_16S_B_10465,,
Bacillus sp. A98,382,CRW_16S_B_10466,,
Bacillus sp. A215,381,CRW_16S_B_10467,,
Bacillus sp. A235,384,CRW_16S_B_10468,,
Bacillus sp. A359,411,CRW_16S_B_10469,,
Bacillus sp. A249,392,CRW_16S_B_10470,,
Streptococcus vestibularis,780,CRW_16S_B_10471,Bacteria,
Bacillus sp. A334,408,CRW_16S_B_10472,,
denitrifying bacterium SN170,499,CRW_16S_B_10483,,
denitrifying bacterium M1112,499,CRW_16S_B_10484,,
denitrifying bacterium SN117b,470,CRW_16S_B_10485,,
denitrifying bacterium M993,470,CRW_16S_B_10486,,
denitrifying bacterium M918,517,CRW_16S_B_10487,,
uncultured bacterium,607,CRW_16S_B_10490,,
Bacillus cereus,400,CRW_16S_B_10495,Bacteria,
Staphylococcus epidermidis,392,CRW_16S_B_10496,Bacteria,
Staphylococcus epidermidis,469,CRW_16S_B_10497,Bacteria,
uncultured Staphylococcus sp.,539,CRW_16S_B_10502,,
Bacillus sp. 5IX/A01/133,538,CRW_16S_B_10580,,
Bacillus sp. 6IX/A01/147,660,CRW_16S_B_10581,,
Bacillus subtilis,559,CRW_16S_B_10584,Bacteria,
Lactococcus lactis subsp. lactis,614,CRW_16S_B_10588,Bacteria,
uncultured bacterium,696,CRW_16S_B_10591,,
uncultured bacterium,763,CRW_16S_B_10592,,
uncultured Bacillus sp.,644,CRW_16S_B_10596,,
uncultured Staphylococcus sp.,498,CRW_16S_B_10597,,
uncultured bacterium,397,CRW_16S_B_10600,,
uncultured bacterium,530,CRW_16S_B_10601,,
uncultured Enterococcus sp.,545,CRW_16S_B_10603,,
uncultured Staphylococcus sp.,534,CRW_16S_B_10604,,
uncultured Streptococcus sp.,505,CRW_16S_B_10605,,
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10610,,
Staphylococcus saprophyticus,674,CRW_16S_B_10617,,
Bacillus cereus,742,CRW_16S_B_10618,Bacteria,
Halobacillus litoralis,796,CRW_16S_B_10622,Bacteria,
Bacillaceae bacterium Ellin7010,406,CRW_16S_B_10668,,
Bacillaceae bacterium Ellin7011,420,CRW_16S_B_10669,,
Bacillaceae bacterium Ellin7251,461,CRW_16S_B_10670,,
Bacillaceae bacterium Ellin7253,461,CRW_16S_B_10671,,
Bacillaceae bacterium Ellin7255,442,CRW_16S_B_10672,,
Bacillaceae bacterium Ellin7256,461,CRW_16S_B_10673,,
Bacillaceae bacterium Ellin7257,435,CRW_16S_B_10674,,
Staphylococcus aureus subsp. anaerobius,464,CRW_16S_B_10689,Bacteria,
Staphylococcus aureus subsp. aureus,464,CRW_16S_B_10690,Bacteria,
Staphylococcus aureus subsp. aureus,464,CRW_16S_B_10691,Bacteria,
Staphylococcus aureus subsp. aureus,464,CRW_16S_B_10692,Bacteria,
Staphylococcus aureus subsp. aureus,464,CRW_16S_B_10693,Bacteria,
Staphylococcus caprae,464,CRW_16S_B_10694,Bacteria,
Staphylococcus capitis subsp. capitis,464,CRW_16S_B_10695,Bacteria,
Staphylococcus capitis subsp. capitis,464,CRW_16S_B_10696,Bacteria,
Staphylococcus capitis subsp. capitis,464,CRW_16S_B_10697,Bacteria,
Staphylococcus capitis subsp. urealyticus,464,CRW_16S_B_10698,Bacteria,
Staphylococcus cohnii subsp. urealyticus,464,CRW_16S_B_10699,,
Staphylococcus epidermidis,464,CRW_16S_B_10700,Bacteria,
Staphylococcus epidermidis,464,CRW_16S_B_10701,Bacteria,
Staphylococcus epidermidis,464,CRW_16S_B_10702,Bacteria,
Staphylococcus equorum subsp. equorum,464,CRW_16S_B_10703,Bacteria,
Staphylococcus equorum subsp. equorum,464,CRW_16S_B_10704,Bacteria,
Staphylococcus equorum subsp. linens,464,CRW_16S_B_10705,Bacteria,
Staphylococcus haemolyticus,464,CRW_16S_B_10706,Bacteria,
Staphylococcus haemolyticus,464,CRW_16S_B_10707,Bacteria,
Staphylococcus haemolyticus,464,CRW_16S_B_10708,Bacteria,
Staphylococcus hominis subsp. hominis,464,CRW_16S_B_10709,Bacteria,
Staphylococcus hominis subsp. hominis,464,CRW_16S_B_10710,Bacteria,
Staphylococcus hominis subsp. novobiosepticus,464,CRW_16S_B_10711,Bacteria,
Staphylococcus hyicus,464,CRW_16S_B_10712,Bacteria,
Staphylococcus lugdunensis,464,CRW_16S_B_10713,Bacteria,
Staphylococcus lugdunensis,464,CRW_16S_B_10714,Bacteria,
Staphylococcus muscae,464,CRW_16S_B_10715,Bacteria,
Staphylococcus pasteuri,464,CRW_16S_B_10716,Bacteria,
Staphylococcus saccharolyticus,464,CRW_16S_B_10717,Bacteria,
Staphylococcus sciuri subsp. carnaticus,465,CRW_16S_B_10718,,
Staphylococcus sciuri subsp. rodentium,465,CRW_16S_B_10719,,
Staphylococcus sciuri subsp. sciuri,465,CRW_16S_B_10720,,
Staphylococcus sciuri subsp. sciuri,465,CRW_16S_B_10721,,
Staphylococcus warneri,464,CRW_16S_B_10722,Bacteria,
Staphylococcus warneri,464,CRW_16S_B_10723,Bacteria,
Staphylococcus xylosus,464,CRW_16S_B_10724,Bacteria,
Staphylococcus xylosus,464,CRW_16S_B_10725,Bacteria,
Staphylococcus xylosus,464,CRW_16S_B_10726,Bacteria,
uncultured low G+C Gram-positive bacterium,751,CRW_16S_B_10730,,
uncultured Bacillus sp.,500,CRW_16S_B_10750,,
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10752,,
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10753,,
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10754,,
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10755,,
uncultured bacterium,579,CRW_16S_B_10759,,
uncultured bacterium,579,CRW_16S_B_10760,,
Staphylococcus epidermidis,335,CRW_16S_B_10763,Bacteria,
uncultured low G+C Gram-positive bacterium,542,CRW_16S_B_10764,,
Geobacillus stearothermophilus,746,CRW_16S_B_10770,Bacteria,
Bacillus licheniformis,420,CRW_16S_B_10773,Bacteria,
Bacillus sp. T213BY0,606,CRW_16S_B_10781,,
Bacillus subtilis,664,CRW_16S_B_10782,Bacteria,
Lactococcus lactis subsp. lactis,614,CRW_16S_B_10796,Bacteria,
Paenibacillus polymyxa,601,CRW_16S_B_10801,Bacteria,
uncultured bacterium,660,CRW_16S_B_10806,,
Streptococcus pneumoniae,456,CRW_16S_B_10817,Bacteria,
uncultured bacterium,721,CRW_16S_B_10822,,
uncultured Bacilli bacterium,522,CRW_16S_B_10823,,
uncultured Bacilli bacterium,520,CRW_16S_B_10824,,
uncultured Bacilli bacterium,521,CRW_16S_B_10825,,
uncultured Bacilli bacterium,521,CRW_16S_B_10826,,
uncultured Bacilli bacterium,494,CRW_16S_B_10827,,
uncultured Bacilli bacterium,522,CRW_16S_B_10828,,
uncultured Bacilli bacterium,515,CRW_16S_B_10829,,
uncultured Bacilli bacterium,518,CRW_16S_B_10830,,
uncultured Bacilli bacterium,515,CRW_16S_B_10831,,
uncultured Staphylococcus sp.,798,CRW_16S_B_10833,,
uncultured Staphylococcus sp.,792,CRW_16S_B_10835,,
uncultured Staphylococcus sp.,799,CRW_16S_B_10837,,
uncultured Staphylococcus sp.,799,CRW_16S_B_10838,,
uncultured Streptococcus sp.,748,CRW_16S_B_10839,,
uncultured Staphylococcus sp.,753,CRW_16S_B_10841,,
uncultured Staphylococcus sp.,785,CRW_16S_B_10843,,
uncultured Staphylococcus sp.,785,CRW_16S_B_10844,,
uncultured Staphylococcus sp.,797,CRW_16S_B_10845,,
uncultured Staphylococcus sp.,797,CRW_16S_B_10846,,
uncultured Staphylococcus sp.,790,CRW_16S_B_10847,,
uncultured Streptococcus sp.,659,CRW_16S_B_10848,,
uncultured Staphylococcus sp.,799,CRW_16S_B_10850,,
uncultured Staphylococcus sp.,698,CRW_16S_B_10852,,
uncultured Staphylococcus sp.,776,CRW_16S_B_10854,,
uncultured Staphylococcus sp.,787,CRW_16S_B_10856,,
uncultured Streptococcus sp.,758,CRW_16S_B_10857,,
uncultured Staphylococcus sp.,783,CRW_16S_B_10858,,
uncultured Staphylococcus sp.,794,CRW_16S_B_10860,,
uncultured Streptococcus sp.,765,CRW_16S_B_10861,,
uncultured Staphylococcus sp.,717,CRW_16S_B_10862,,
uncultured Staphylococcus sp.,767,CRW_16S_B_10863,,
uncultured Staphylococcus sp.,728,CRW_16S_B_10864,,
uncultured Streptococcus sp.,657,CRW_16S_B_10866,,
uncultured Streptococcus sp.,759,CRW_16S_B_10867,,
uncultured Streptococcus sp.,766,CRW_16S_B_10868,,
uncultured Staphylococcus sp.,626,CRW_16S_B_10882,,
uncultured Staphylococcus sp.,789,CRW_16S_B_10884,,
uncultured Streptococcus sp.,713,CRW_16S_B_10890,,
uncultured Streptococcus sp.,656,CRW_16S_B_10891,,
uncultured bacterium,481,CRW_16S_B_10897,,
Bacillus anthracis,586,CRW_16S_B_10898,Bacteria,
Bacillus sp. HPC698,534,CRW_16S_B_10899,,
Bacillus cereus,554,CRW_16S_B_10900,Bacteria,
Staphylococcus epidermidis,273,CRW_16S_B_10903,Bacteria,
uncultured bacterium,503,CRW_16S_B_10905,,
Bacillus thuringiensis,506,CRW_16S_B_10909,Bacteria,
Bacillus cereus,484,CRW_16S_B_10910,Bacteria,
Bacillus cereus,515,CRW_16S_B_10911,Bacteria,
Bacillus sp. '6.5 MW-18',362,CRW_16S_B_10912,,
Bacillus sp. '7.3 MW-6',434,CRW_16S_B_10913,,
Bacillus sp. '7.3 MW-13',508,CRW_16S_B_10914,,
Bacillus cereus,369,CRW_16S_B_10915,Bacteria,
uncultured Lactobacillus sp.,297,CRW_16S_B_10916,,
uncultured Lactobacillus sp.,295,CRW_16S_B_10917,,
uncultured Lactobacillus sp.,282,CRW_16S_B_10918,,
uncultured Lactobacillus sp.,307,CRW_16S_B_10919,,
uncultured Lactobacillus sp.,315,CRW_16S_B_10920,,
uncultured Lactobacillus sp.,296,CRW_16S_B_10921,,
uncultured Lactobacillus sp.,289,CRW_16S_B_10922,,
uncultured Bacillaceae bacterium,496,CRW_16S_B_10923,,
Staphylococcus epidermidis,638,CRW_16S_B_10924,Bacteria,
Streptococcus bovis,403,CRW_16S_B_10925,,
Bacillus sp. W3E,666,CRW_16S_B_10926,,
uncultured soil bacterium,427,CRW_16S_B_10941,,
Staphylococcus sp. HPC1,624,CRW_16S_B_10943,,
Staphylococcus sp. HPC1,622,CRW_16S_B_10944,,
Staphylococcus sp. HPC3,567,CRW_16S_B_10945,,
Staphylococcus sp. HPC3,662,CRW_16S_B_10946,,
Staphylococcus sp. HPC17,588,CRW_16S_B_10947,,
Staphylococcus sp. HPC17,557,CRW_16S_B_10948,,
Staphylococcus pasteuri,480,CRW_16S_B_10949,Bacteria,
Staphylococcus sp. HPC764,564,CRW_16S_B_10950,,
uncultured bacterium,648,CRW_16S_B_10956,,
uncultured bacterium,648,CRW_16S_B_10957,,
uncultured bacterium,648,CRW_16S_B_10958,,
uncultured bacterium,645,CRW_16S_B_10959,,
uncultured bacterium,648,CRW_16S_B_10960,,
Halobacillus sp. TA1,616,CRW_16S_B_10961,,
Halobacillus sp. TA5,615,CRW_16S_B_10962,,
Halobacillus sp. TA22,614,CRW_16S_B_10963,,
Halobacillus sp. TA23,614,CRW_16S_B_10964,,
Halobacillus sp. TA44,614,CRW_16S_B_10965,,
Halobacillus sp. TA49,590,CRW_16S_B_10966,,
Bacillus sp. TA50,579,CRW_16S_B_10967,,
Halobacillus sp. TA52,614,CRW_16S_B_10968,,
Halobacillus sp. TA59,614,CRW_16S_B_10969,,
Halobacillus sp. TA62,614,CRW_16S_B_10970,,
Bacillus cereus,523,CRW_16S_B_10978,Bacteria,
low G+C Gram-positive bacterium S5,508,CRW_16S_B_10979,,
low G+C Gram-positive bacterium S4,511,CRW_16S_B_10980,,
endophytic bacterium C2,740,CRW_16S_B_10981,,
Streptococcus pyogenes,464,CRW_16S_B_10983,Bacteria,
uncultured Gram-positive bacterium,738,CRW_16S_B_10984,,
uncultured Gram-positive bacterium,760,CRW_16S_B_10985,,
uncultured Gram-positive bacterium,794,CRW_16S_B_10986,,
uncultured Gram-positive bacterium,714,CRW_16S_B_10987,,
uncultured Gram-positive bacterium,711,CRW_16S_B_10988,,
uncultured Gram-positive bacterium,718,CRW_16S_B_10989,,
uncultured Gram-positive bacterium,735,CRW_16S_B_10990,,
uncultured Gram-positive bacterium,662,CRW_16S_B_10991,,
uncultured Gram-positive bacterium,750,CRW_16S_B_10992,,
uncultured Gram-positive bacterium,767,CRW_16S_B_10993,,
uncultured Gram-positive bacterium,758,CRW_16S_B_10994,,
uncultured Gram-positive bacterium,757,CRW_16S_B_10995,,
uncultured Gram-positive bacterium,752,CRW_16S_B_10996,,
Staphylococcus sp. HPC291,609,CRW_16S_B_10999,,
Staphylococcus sp. HPC285,582,CRW_16S_B_11000,,
Bacillus sp. HPC281,568,CRW_16S_B_11001,,
Staphylococcus sp. HPC288,583,CRW_16S_B_11002,,
uncultured Lactobacillus sp.,299,CRW_16S_B_11005,,
Staphylococcus epidermidis,720,CRW_16S_B_11006,Bacteria,
Bacillus benzoevorans,668,CRW_16S_B_11007,Bacteria,
Bacillus benzoevorans,642,CRW_16S_B_11008,Bacteria,
Bacillus benzoevorans,666,CRW_16S_B_11009,Bacteria,
Staphylococcus pasteuri,718,CRW_16S_B_11010,Bacteria,
Bacillus sp. Cafi1,614,CRW_16S_B_11023,,
Bacillus sp. Cafi7,696,CRW_16S_B_11024,,
Bacillus sp. Cafi9,614,CRW_16S_B_11025,,
Bacillus sp. Cafi13c,642,CRW_16S_B_11027,,
Staphylococcus saprophyticus,610,CRW_16S_B_11035,,
Staphylococcus equorum,614,CRW_16S_B_11036,,
Enterococcus faecalis,598,CRW_16S_B_11037,Bacteria,
uncultured low G+C Gram-positive bacterium,445,CRW_16S_B_11040,,
uncultured low G+C Gram-positive bacterium,445,CRW_16S_B_11041,,
uncultured low G+C Gram-positive bacterium,443,CRW_16S_B_11042,,
uncultured bacterium,452,CRW_16S_B_11043,,
uncultured Bacteroidetes bacterium,452,CRW_16S_B_11044,,
uncultured Bacillus sp.,483,CRW_16S_B_11066,,
uncultured Bacillus sp.,489,CRW_16S_B_11067,,
Staphylococcus epidermidis,392,CRW_16S_B_11072,Bacteria,
Staphylococcus aureus,571,CRW_16S_B_11074,,
Staphylococcus aureus,559,CRW_16S_B_11075,,
Staphylococcus epidermidis,579,CRW_16S_B_11076,Bacteria,
uncultured organism,412,CRW_16S_NA_11077,,
uncultured organism,425,CRW_16S_NA_11080,,
uncultured organism,413,CRW_16S_NA_11081,,
uncultured organism,413,CRW_16S_NA_11082,,
uncultured organism,405,CRW_16S_NA_11083,,
uncultured organism,413,CRW_16S_NA_11084,,
uncultured organism,795,CRW_16S_NA_11085,,
uncultured organism,405,CRW_16S_NA_11089,,
Streptococcus macedonicus,591,CRW_16S_B_11100,,
Bacillus cereus,701,CRW_16S_B_11117,Bacteria,
Lactococcus lactis subsp. lactis bv. diacetylactis,507,CRW_16S_B_11134,,
Lactococcus lactis subsp. lactis bv. diacetylactis,507,CRW_16S_B_11135,,
uncultured marine bacterium,503,CRW_16S_B_11146,,
uncultured marine bacterium,509,CRW_16S_B_11147,,
uncultured marine bacterium,501,CRW_16S_B_11169,,
uncultured marine bacterium,541,CRW_16S_B_11170,,
Staphylococcus sp. HPC 904,660,CRW_16S_B_11173,,
Staphylococcus sp. HPC 908,685,CRW_16S_B_11174,,
Bacillus cereus,567,CRW_16S_B_11175,Bacteria,
Staphylococcus sp. HPC 921,664,CRW_16S_B_11176,,
Staphylococcus epidermidis,474,CRW_16S_B_11191,Bacteria,
Staphylococcus aureus,97,CRW_16S_B_11195,,
Bacillus cereus,737,CRW_16S_B_11199,Bacteria,
Bacillus sp. HPC338,561,CRW_16S_B_11269,,
Bacillus sp. HPC339,572,CRW_16S_B_11270,,
bacterium PCE7,653,CRW_16S_B_11272,,
Bacillus sp.,473,CRW_16S_B_11311,,
Bacillus sp. DW137,626,CRW_16S_B_11312,,
Bacillus sp.,510,CRW_16S_B_11315,,
Bacillus cereus,54,CRW_16S_B_11350,Bacteria,
Bacillus cereus,55,CRW_16S_B_11351,Bacteria,
Bacillus cereus,583,CRW_16S_B_11360,Bacteria,
Bacillus cereus,477,CRW_16S_B_11382,Bacteria,
Bacillus cereus,489,CRW_16S_B_11383,Bacteria,
Bacillus cereus,482,CRW_16S_B_11384,Bacteria,
Bacillus cereus,467,CRW_16S_B_11385,Bacteria,
Bacillus cereus,161,CRW_16S_B_11395,Bacteria,
Bacillus cereus,375,CRW_16S_B_11399,Bacteria,
Bacillus circulans,509,CRW_16S_B_11401,,
Bacillus cereus,325,CRW_16S_B_11408,Bacteria,
Bacillus cereus,325,CRW_16S_B_11409,Bacteria,
Bacillus cereus,325,CRW_16S_B_11410,Bacteria,
Bacillus cereus,325,CRW_16S_B_11411,Bacteria,
Bacillus horikoshii,729,CRW_16S_B_11429,,
Bacillus mycoides,483,CRW_16S_B_11457,Bacteria,
Bacillus mycoides,750,CRW_16S_B_11458,Bacteria,
Bacillus mycoides,623,CRW_16S_B_11459,Bacteria,
Bacillus mycoides,545,CRW_16S_B_11460,Bacteria,
Bacillus sp.,510,CRW_16S_B_11474,,
Bacillus sp.,510,CRW_16S_B_11475,,
Bacillus sp.,510,CRW_16S_B_11476,,
Bacillus pumilus,383,CRW_16S_B_11483,Bacteria,
