Organism name,Length,Benchmark ID,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum
Enterococcus faecalis,546,CRW_16S_B_13146,Bacteria,Firmicutes
Enterococcus faecalis,546,CRW_16S_B_13147,Bacteria,Firmicutes
Staphylococcus aureus,542,CRW_16S_B_10109,Bacteria,Firmicutes
Enterococcus faecalis,546,CRW_16S_B_13148,Bacteria,Firmicutes
Bacillus pumilus,705,CRW_16S_B_10119,Bacteria,Firmicutes
Enterococcus faecalis,546,CRW_16S_B_13149,Bacteria,Firmicutes
Enterococcus faecalis,546,CRW_16S_B_13150,Bacteria,Firmicutes
Enterococcus faecalis,546,CRW_16S_B_13151,Bacteria,Firmicutes
uncultured Streptococcus sp.,729,CRW_16S_B_10133,Bacteria,Firmicutes
Enterococcus faecalis,546,CRW_16S_B_13152,Bacteria,Firmicutes
uncultured Streptococcus sp.,773,CRW_16S_B_10134,Bacteria,Firmicutes
Bacillus megaterium,439,CRW_16S_B_13169,Bacteria,Firmicutes
Bacillus drentensis,438,CRW_16S_B_13170,Bacteria,Firmicutes
Bacillus marisflavi,469,CRW_16S_B_13171,Bacteria,Firmicutes
Bacillus pumilus,553,CRW_16S_B_10146,Bacteria,Firmicutes
uncultured Bacillus sp.,582,CRW_16S_B_10163,Bacteria,Firmicutes
uncultured Bacillus sp.,609,CRW_16S_B_10187,Bacteria,Firmicutes
uncultured Bacillus sp.,728,CRW_16S_B_10188,Bacteria,Firmicutes
Enterococcus faecalis,312,CRW_16S_B_10224,Bacteria,Firmicutes
Staphylococcus saprophyticus,616,CRW_16S_B_10225,Bacteria,Firmicutes
Staphylococcus equorum,618,CRW_16S_B_10226,Bacteria,Firmicutes
uncultured bacterium,494,CRW_16S_B_10244,Bacteria,
uncultured bacterium,513,CRW_16S_B_10245,Bacteria,
uncultured bacterium,505,CRW_16S_B_10246,Bacteria,
uncultured bacterium,505,CRW_16S_B_10247,Bacteria,
uncultured bacterium,693,CRW_16S_B_10248,Bacteria,
uncultured bacterium,566,CRW_16S_B_10249,Bacteria,
uncultured bacterium,566,CRW_16S_B_10250,Bacteria,
Staphylococcus pasteuri,499,CRW_16S_B_10258,Bacteria,Firmicutes
Bacillus endophyticus,588,CRW_16S_B_10267,Bacteria,Firmicutes
Bacillus licheniformis,588,CRW_16S_B_10274,Bacteria,Firmicutes
uncultured Streptomyces sp.,288,CRW_16S_B_1328,Bacteria,
Staphylococcus epidermidis,551,CRW_16S_B_10276,Bacteria,Firmicutes
uncultured bacterium,480,CRW_16S_B_13227,Bacteria,
uncultured Staphylococcus sp.,189,CRW_16S_B_10277,Bacteria,Firmicutes
uncultured bacterium,471,CRW_16S_B_13228,Bacteria,
uncultured bacterium,437,CRW_16S_B_13229,Bacteria,
Staphylococcus aureus,504,CRW_16S_B_13233,Bacteria,Firmicutes
uncultured bacterium,672,CRW_16S_B_13247,Bacteria,
uncultured bacterium,642,CRW_16S_B_13248,Bacteria,
Bacillus horikoshii,536,CRW_16S_B_13278,Bacteria,Firmicutes
uncultured bacterium,578,CRW_16S_B_10315,Bacteria,
Bacillus megaterium,501,CRW_16S_B_13279,Bacteria,Firmicutes
uncultured compost bacterium,496,CRW_16S_B_10322,Bacteria,
Bacillus pumilus,725,CRW_16S_B_10333,Bacteria,Firmicutes
Bacillus cereus,349,CRW_16S_B_10334,Bacteria,Firmicutes
Paenibacillus motobuensis,481,CRW_16S_B_13309,Bacteria,Firmicutes
uncultured Staphylococcus sp.,555,CRW_16S_B_13322,Bacteria,Firmicutes
uncultured Staphylococcus sp.,567,CRW_16S_B_13323,Bacteria,Firmicutes
uncultured Staphylococcus sp.,560,CRW_16S_B_13324,Bacteria,Firmicutes
uncultured Staphylococcus sp.,561,CRW_16S_B_13325,Bacteria,Firmicutes
uncultured Staphylococcus sp.,569,CRW_16S_B_13326,Bacteria,Firmicutes
uncultured Staphylococcus sp.,562,CRW_16S_B_13327,Bacteria,Firmicutes
uncultured Staphylococcus sp.,380,CRW_16S_B_13328,Bacteria,Firmicutes
uncultured Streptococcus sp.,575,CRW_16S_B_13329,Bacteria,Firmicutes
uncultured Staphylococcus sp.,578,CRW_16S_B_13330,Bacteria,Firmicutes
Staphylococcus aureus,479,CRW_16S_B_13331,Bacteria,Firmicutes
Staphylococcus aureus,503,CRW_16S_B_13332,Bacteria,Firmicutes
Staphylococcus haemolyticus,459,CRW_16S_B_10360,Bacteria,Firmicutes
Staphylococcus aureus,484,CRW_16S_B_13334,Bacteria,Firmicutes
uncultured Lactobacillus sp.,711,CRW_16S_B_13335,Bacteria,Firmicutes
uncultured Bacillales bacterium,590,CRW_16S_B_10366,Bacteria,Firmicutes
uncultured Lactobacillus sp.,711,CRW_16S_B_13336,Bacteria,Firmicutes
uncultured Lactobacillus sp.,711,CRW_16S_B_13337,Bacteria,Firmicutes
uncultured Streptococcus sp.,494,CRW_16S_B_10377,Bacteria,Firmicutes
Bacillus megaterium,381,CRW_16S_B_10419,Bacteria,Firmicutes
uncultured Lactobacillus sp.,711,CRW_16S_B_13338,Bacteria,Firmicutes
Staphylococcus lentus,671,CRW_16S_B_13342,Bacteria,Firmicutes
uncultured bacterium,559,CRW_16S_B_10420,Bacteria,
uncultured bacterium,497,CRW_16S_B_10421,Bacteria,
uncultured bacterium,498,CRW_16S_B_10422,Bacteria,
uncultured bacterium,467,CRW_16S_B_10423,Bacteria,
uncultured bacterium,693,CRW_16S_B_13361,Bacteria,
uncultured bacterium,501,CRW_16S_B_10424,Bacteria,
uncultured bacterium,497,CRW_16S_B_10425,Bacteria,
uncultured bacterium,479,CRW_16S_B_10426,Bacteria,
uncultured low G+C Gram-positive bacterium,438,CRW_16S_B_10436,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,438,CRW_16S_B_10437,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,600,CRW_16S_B_13378,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,436,CRW_16S_B_10438,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,609,CRW_16S_B_13379,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,462,CRW_16S_B_10439,Bacteria,Firmicutes
uncultured bacterium,731,CRW_16S_B_13380,Bacteria,
uncultured low G+C Gram-positive bacterium,436,CRW_16S_B_10440,Bacteria,Firmicutes
uncultured Lactobacillus sp.,550,CRW_16S_B_13430,Bacteria,Firmicutes
uncultured Lactococcus sp.,549,CRW_16S_B_13431,Bacteria,Firmicutes
uncultured Lactobacillus sp.,550,CRW_16S_B_13432,Bacteria,Firmicutes
uncultured soil bacterium,723,CRW_16S_B_10460,Bacteria,
uncultured soil bacterium,726,CRW_16S_B_10461,Bacteria,
uncultured soil bacterium,752,CRW_16S_B_10462,Bacteria,
uncultured soil bacterium,652,CRW_16S_B_10463,Bacteria,
uncultured soil bacterium,741,CRW_16S_B_10464,Bacteria,
uncultured soil bacterium,553,CRW_16S_B_10465,Bacteria,
Streptococcus vestibularis,780,CRW_16S_B_10471,Bacteria,Firmicutes
uncultured bacterium,605,CRW_16S_B_13459,Bacteria,
uncultured bacterium,399,CRW_16S_B_13466,Bacteria,
uncultured bacterium,399,CRW_16S_B_13467,Bacteria,
uncultured bacterium,587,CRW_16S_B_13493,Bacteria,
uncultured bacterium,607,CRW_16S_B_10490,Bacteria,
uncultured bacterium,672,CRW_16S_B_13494,Bacteria,
Bacillus cereus,400,CRW_16S_B_10495,Bacteria,Firmicutes
uncultured actinobacterium,552,CRW_16S_B_1356,Bacteria,
Staphylococcus epidermidis,392,CRW_16S_B_10496,Bacteria,Firmicutes
Staphylococcus equorum,722,CRW_16S_B_13502,Bacteria,Firmicutes
Staphylococcus epidermidis,469,CRW_16S_B_10497,Bacteria,Firmicutes
uncultured actinobacterium,550,CRW_16S_B_1357,Bacteria,
uncultured Staphylococcus sp.,539,CRW_16S_B_10502,Bacteria,Firmicutes
uncultured bacterium,594,CRW_16S_B_13510,Bacteria,
Bacillus subtilis,559,CRW_16S_B_10584,Bacteria,Firmicutes
uncultured bacterium,696,CRW_16S_B_10591,Bacteria,
uncultured actinobacterium,549,CRW_16S_B_1358,Bacteria,
uncultured bacterium,763,CRW_16S_B_10592,Bacteria,
uncultured Bacillus sp.,644,CRW_16S_B_10596,Bacteria,Firmicutes
uncultured Staphylococcus sp.,498,CRW_16S_B_10597,Bacteria,Firmicutes
uncultured bacterium,397,CRW_16S_B_10600,Bacteria,
uncultured bacterium,530,CRW_16S_B_10601,Bacteria,
uncultured Enterococcus sp.,545,CRW_16S_B_10603,Bacteria,Firmicutes
uncultured Staphylococcus sp.,534,CRW_16S_B_10604,Bacteria,Firmicutes
uncultured bacterium,588,CRW_16S_B_13527,Bacteria,
uncultured Streptococcus sp.,505,CRW_16S_B_10605,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10610,Bacteria,Firmicutes
uncultured actinobacterium,549,CRW_16S_B_1359,Bacteria,
Staphylococcus saprophyticus,674,CRW_16S_B_10617,Bacteria,Firmicutes
Bacillus cereus,742,CRW_16S_B_10618,Bacteria,Firmicutes
Halobacillus litoralis,796,CRW_16S_B_10622,Bacteria,Firmicutes
uncultured actinobacterium,551,CRW_16S_B_1360,Bacteria,
uncultured actinobacterium,552,CRW_16S_B_1361,Bacteria,
uncultured actinobacterium,551,CRW_16S_B_1362,Bacteria,
uncultured actinobacterium,549,CRW_16S_B_1363,Bacteria,
uncultured actinobacterium,553,CRW_16S_B_1364,Bacteria,
Staphylococcus aureus subsp. anaerobius,464,CRW_16S_B_10689,Bacteria,Firmicutes
Staphylococcus caprae,464,CRW_16S_B_10694,Bacteria,Firmicutes
uncultured actinobacterium,551,CRW_16S_B_1365,Bacteria,
Staphylococcus capitis subsp. urealyticus,464,CRW_16S_B_10698,Bacteria,Firmicutes
Staphylococcus cohnii subsp. urealyticus,464,CRW_16S_B_10699,Bacteria,Firmicutes
Staphylococcus epidermidis,464,CRW_16S_B_10700,Bacteria,Firmicutes
Staphylococcus epidermidis,464,CRW_16S_B_10701,Bacteria,Firmicutes
Staphylococcus epidermidis,464,CRW_16S_B_10702,Bacteria,Firmicutes
uncultured actinobacterium,550,CRW_16S_B_1366,Bacteria,
Staphylococcus haemolyticus,464,CRW_16S_B_10706,Bacteria,Firmicutes
Staphylococcus haemolyticus,464,CRW_16S_B_10707,Bacteria,Firmicutes
Staphylococcus haemolyticus,464,CRW_16S_B_10708,Bacteria,Firmicutes
Staphylococcus hominis subsp. novobiosepticus,464,CRW_16S_B_10711,Bacteria,Firmicutes
Staphylococcus hyicus,464,CRW_16S_B_10712,Bacteria,Firmicutes
Staphylococcus lugdunensis,464,CRW_16S_B_10713,Bacteria,Firmicutes
Staphylococcus lugdunensis,464,CRW_16S_B_10714,Bacteria,Firmicutes
uncultured actinobacterium,550,CRW_16S_B_1367,Bacteria,
Staphylococcus muscae,464,CRW_16S_B_10715,Bacteria,Firmicutes
Staphylococcus pasteuri,464,CRW_16S_B_10716,Bacteria,Firmicutes
Staphylococcus saccharolyticus,464,CRW_16S_B_10717,Bacteria,Firmicutes
Staphylococcus warneri,464,CRW_16S_B_10722,Bacteria,Firmicutes
Staphylococcus warneri,464,CRW_16S_B_10723,Bacteria,Firmicutes
Staphylococcus xylosus,464,CRW_16S_B_10724,Bacteria,Firmicutes
Staphylococcus xylosus,464,CRW_16S_B_10725,Bacteria,Firmicutes
Staphylococcus xylosus,464,CRW_16S_B_10726,Bacteria,Firmicutes
uncultured actinobacterium,550,CRW_16S_B_1368,Bacteria,
uncultured low G+C Gram-positive bacterium,751,CRW_16S_B_10730,Bacteria,Firmicutes
uncultured Bacillus sp.,500,CRW_16S_B_10750,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10752,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10753,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10754,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,430,CRW_16S_B_10755,Bacteria,Firmicutes
uncultured bacterium,579,CRW_16S_B_10759,Bacteria,
uncultured bacterium,579,CRW_16S_B_10760,Bacteria,
Staphylococcus epidermidis,335,CRW_16S_B_10763,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,542,CRW_16S_B_10764,Bacteria,Firmicutes
Geobacillus stearothermophilus,746,CRW_16S_B_10770,Bacteria,Firmicutes
uncultured actinobacterium,550,CRW_16S_B_1369,Bacteria,
Bacillus licheniformis,420,CRW_16S_B_10773,Bacteria,Firmicutes
Bacillus subtilis,664,CRW_16S_B_10782,Bacteria,Firmicutes
Paenibacillus polymyxa,601,CRW_16S_B_10801,Bacteria,Firmicutes
uncultured bacterium,660,CRW_16S_B_10806,Bacteria,
Streptococcus pneumoniae,456,CRW_16S_B_10817,Bacteria,Firmicutes
uncultured bacterium,721,CRW_16S_B_10822,Bacteria,
uncultured Bacilli bacterium,522,CRW_16S_B_10823,Bacteria,Firmicutes
uncultured Bacilli bacterium,520,CRW_16S_B_10824,Bacteria,Firmicutes
uncultured Bacilli bacterium,521,CRW_16S_B_10825,Bacteria,Firmicutes
uncultured actinobacterium,549,CRW_16S_B_1370,Bacteria,
uncultured Bacilli bacterium,521,CRW_16S_B_10826,Bacteria,Firmicutes
uncultured Bacilli bacterium,494,CRW_16S_B_10827,Bacteria,Firmicutes
uncultured Bacilli bacterium,522,CRW_16S_B_10828,Bacteria,Firmicutes
uncultured Bacilli bacterium,515,CRW_16S_B_10829,Bacteria,Firmicutes
uncultured Bacilli bacterium,518,CRW_16S_B_10830,Bacteria,Firmicutes
uncultured Bacilli bacterium,515,CRW_16S_B_10831,Bacteria,Firmicutes
uncultured Staphylococcus sp.,798,CRW_16S_B_10833,Bacteria,Firmicutes
uncultured Staphylococcus sp.,792,CRW_16S_B_10835,Bacteria,Firmicutes
uncultured Staphylococcus sp.,799,CRW_16S_B_10837,Bacteria,Firmicutes
uncultured Staphylococcus sp.,799,CRW_16S_B_10838,Bacteria,Firmicutes
uncultured Streptococcus sp.,748,CRW_16S_B_10839,Bacteria,Firmicutes
uncultured actinobacterium,552,CRW_16S_B_1371,Bacteria,
uncultured Staphylococcus sp.,753,CRW_16S_B_10841,Bacteria,Firmicutes
uncultured Staphylococcus sp.,785,CRW_16S_B_10843,Bacteria,Firmicutes
uncultured Staphylococcus sp.,785,CRW_16S_B_10844,Bacteria,Firmicutes
uncultured Staphylococcus sp.,797,CRW_16S_B_10845,Bacteria,Firmicutes
uncultured Staphylococcus sp.,797,CRW_16S_B_10846,Bacteria,Firmicutes
uncultured Staphylococcus sp.,790,CRW_16S_B_10847,Bacteria,Firmicutes
uncultured Streptococcus sp.,659,CRW_16S_B_10848,Bacteria,Firmicutes
uncultured Staphylococcus sp.,799,CRW_16S_B_10850,Bacteria,Firmicutes
uncultured Staphylococcus sp.,698,CRW_16S_B_10852,Bacteria,Firmicutes
uncultured Staphylococcus sp.,776,CRW_16S_B_10854,Bacteria,Firmicutes
uncultured Staphylococcus sp.,787,CRW_16S_B_10856,Bacteria,Firmicutes
Mycobacterium asiaticum,554,CRW_16S_B_1372,Bacteria,
uncultured Streptococcus sp.,758,CRW_16S_B_10857,Bacteria,Firmicutes
uncultured Staphylococcus sp.,783,CRW_16S_B_10858,Bacteria,Firmicutes
uncultured Staphylococcus sp.,794,CRW_16S_B_10860,Bacteria,Firmicutes
uncultured Streptococcus sp.,765,CRW_16S_B_10861,Bacteria,Firmicutes
uncultured Staphylococcus sp.,717,CRW_16S_B_10862,Bacteria,Firmicutes
uncultured Staphylococcus sp.,767,CRW_16S_B_10863,Bacteria,Firmicutes
uncultured Staphylococcus sp.,728,CRW_16S_B_10864,Bacteria,Firmicutes
uncultured Streptococcus sp.,657,CRW_16S_B_10866,Bacteria,Firmicutes
uncultured Streptococcus sp.,759,CRW_16S_B_10867,Bacteria,Firmicutes
uncultured Streptococcus sp.,766,CRW_16S_B_10868,Bacteria,Firmicutes
uncultured Staphylococcus sp.,626,CRW_16S_B_10882,Bacteria,Firmicutes
uncultured Staphylococcus sp.,789,CRW_16S_B_10884,Bacteria,Firmicutes
Mycobacterium marinum,554,CRW_16S_B_1373,Bacteria,
uncultured Streptococcus sp.,713,CRW_16S_B_10890,Bacteria,Firmicutes
uncultured Streptococcus sp.,656,CRW_16S_B_10891,Bacteria,Firmicutes
uncultured bacterium,481,CRW_16S_B_10897,Bacteria,
Bacillus anthracis,586,CRW_16S_B_10898,Bacteria,Firmicutes
Bacillus cereus,554,CRW_16S_B_10900,Bacteria,Firmicutes
Staphylococcus epidermidis,273,CRW_16S_B_10903,Bacteria,Firmicutes
uncultured bacterium,503,CRW_16S_B_10905,Bacteria,
Bacillus thuringiensis,506,CRW_16S_B_10909,Bacteria,Firmicutes
Bacillus cereus,484,CRW_16S_B_10910,Bacteria,Firmicutes
Bacillus cereus,515,CRW_16S_B_10911,Bacteria,Firmicutes
Mycobacterium ulcerans,554,CRW_16S_B_1374,Bacteria,
Bacillus cereus,369,CRW_16S_B_10915,Bacteria,Firmicutes
uncultured Lactobacillus sp.,297,CRW_16S_B_10916,Bacteria,Firmicutes
uncultured Lactobacillus sp.,295,CRW_16S_B_10917,Bacteria,Firmicutes
uncultured Lactobacillus sp.,282,CRW_16S_B_10918,Bacteria,Firmicutes
uncultured Lactobacillus sp.,307,CRW_16S_B_10919,Bacteria,Firmicutes
uncultured Lactobacillus sp.,315,CRW_16S_B_10920,Bacteria,Firmicutes
uncultured Lactobacillus sp.,296,CRW_16S_B_10921,Bacteria,Firmicutes
uncultured Lactobacillus sp.,289,CRW_16S_B_10922,Bacteria,Firmicutes
uncultured Bacillaceae bacterium,496,CRW_16S_B_10923,Bacteria,Firmicutes
Staphylococcus epidermidis,638,CRW_16S_B_10924,Bacteria,Firmicutes
uncultured soil bacterium,427,CRW_16S_B_10941,Bacteria,
Staphylococcus pasteuri,480,CRW_16S_B_10949,Bacteria,Firmicutes
uncultured bacterium,648,CRW_16S_B_10956,Bacteria,
uncultured bacterium,648,CRW_16S_B_10957,Bacteria,
uncultured bacterium,648,CRW_16S_B_10958,Bacteria,
uncultured bacterium,645,CRW_16S_B_10959,Bacteria,
uncultured bacterium,648,CRW_16S_B_10960,Bacteria,
Bacillus cereus,523,CRW_16S_B_10978,Bacteria,Firmicutes
Streptococcus pyogenes,464,CRW_16S_B_10983,Bacteria,Firmicutes
uncultured Gram-positive bacterium,738,CRW_16S_B_10984,Bacteria,
uncultured Gram-positive bacterium,760,CRW_16S_B_10985,Bacteria,
uncultured Gram-positive bacterium,794,CRW_16S_B_10986,Bacteria,
uncultured Gram-positive bacterium,714,CRW_16S_B_10987,Bacteria,
uncultured Gram-positive bacterium,711,CRW_16S_B_10988,Bacteria,
uncultured Gram-positive bacterium,718,CRW_16S_B_10989,Bacteria,
uncultured Gram-positive bacterium,735,CRW_16S_B_10990,Bacteria,
uncultured Gram-positive bacterium,662,CRW_16S_B_10991,Bacteria,
uncultured Gram-positive bacterium,750,CRW_16S_B_10992,Bacteria,
uncultured Gram-positive bacterium,767,CRW_16S_B_10993,Bacteria,
uncultured Gram-positive bacterium,758,CRW_16S_B_10994,Bacteria,
uncultured Gram-positive bacterium,757,CRW_16S_B_10995,Bacteria,
uncultured Gram-positive bacterium,752,CRW_16S_B_10996,Bacteria,
uncultured Lactobacillus sp.,299,CRW_16S_B_11005,Bacteria,Firmicutes
Staphylococcus epidermidis,720,CRW_16S_B_11006,Bacteria,Firmicutes
Bacillus benzoevorans,668,CRW_16S_B_11007,Bacteria,Firmicutes
Bacillus benzoevorans,642,CRW_16S_B_11008,Bacteria,Firmicutes
Bacillus benzoevorans,666,CRW_16S_B_11009,Bacteria,Firmicutes
Staphylococcus pasteuri,718,CRW_16S_B_11010,Bacteria,Firmicutes
Staphylococcus saprophyticus,610,CRW_16S_B_11035,Bacteria,Firmicutes
Staphylococcus equorum,614,CRW_16S_B_11036,Bacteria,Firmicutes
Enterococcus faecalis,598,CRW_16S_B_11037,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,445,CRW_16S_B_11040,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,445,CRW_16S_B_11041,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,443,CRW_16S_B_11042,Bacteria,Firmicutes
uncultured bacterium,452,CRW_16S_B_11043,Bacteria,
uncultured Bacteroidetes bacterium,452,CRW_16S_B_11044,Bacteria,
uncultured Bacillus sp.,483,CRW_16S_B_11066,Bacteria,Firmicutes
uncultured Bacillus sp.,489,CRW_16S_B_11067,Bacteria,Firmicutes
Staphylococcus epidermidis,392,CRW_16S_B_11072,Bacteria,Firmicutes
Staphylococcus aureus,571,CRW_16S_B_11074,Bacteria,Firmicutes
uncultured Streptococcus sp.,461,CRW_16S_B_13839,Bacteria,Firmicutes
Staphylococcus aureus,559,CRW_16S_B_11075,Bacteria,Firmicutes
uncultured Streptococcus sp.,460,CRW_16S_B_13840,Bacteria,Firmicutes
Staphylococcus epidermidis,579,CRW_16S_B_11076,Bacteria,Firmicutes
uncultured Streptococcus sp.,412,CRW_16S_B_13841,Bacteria,Firmicutes
Bacillus cereus,701,CRW_16S_B_11117,Bacteria,Firmicutes
Lactococcus lactis subsp. lactis bv. diacetylactis,507,CRW_16S_B_11134,Bacteria,Firmicutes
Lactococcus lactis subsp. lactis bv. diacetylactis,507,CRW_16S_B_11135,Bacteria,Firmicutes
uncultured marine bacterium,503,CRW_16S_B_11146,Bacteria,
uncultured marine bacterium,509,CRW_16S_B_11147,Bacteria,
uncultured marine bacterium,501,CRW_16S_B_11169,Bacteria,
uncultured marine bacterium,541,CRW_16S_B_11170,Bacteria,
Bacillus cereus,567,CRW_16S_B_11175,Bacteria,Firmicutes
Staphylococcus equorum,710,CRW_16S_B_13868,Bacteria,Firmicutes
Staphylococcus epidermidis,474,CRW_16S_B_11191,Bacteria,Firmicutes
uncultured bacterium,535,CRW_16S_B_13870,Bacteria,
Staphylococcus aureus,97,CRW_16S_B_11195,Bacteria,Firmicutes
Bacillus cereus,737,CRW_16S_B_11199,Bacteria,Firmicutes
Bacillus cereus,54,CRW_16S_B_11350,Bacteria,Firmicutes
Bacillus cereus,55,CRW_16S_B_11351,Bacteria,Firmicutes
