Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.phylum
Paenibacillus polymyxa,1228,CRW_16S_B_13285,Bacteria,
Bacillus pumilus,1363,CRW_16S_B_13356,Bacteria,
Staphylococcus epidermidis,1300,CRW_16S_B_13381,Bacteria,
Bacillus subtilis,1372,CRW_16S_B_13405,Bacteria,
Bacillus subtilis,1372,CRW_16S_B_13406,Bacteria,
Bacillus subtilis,1372,CRW_16S_B_13407,Bacteria,
Bacillus subtilis,1372,CRW_16S_B_13408,Bacteria,
Bacillus subtilis,1372,CRW_16S_B_13409,Bacteria,
Mycobacterium goodii,1375,CRW_16S_B_1347,Bacteria,Actinobacteria
Bacillus subtilis,1372,CRW_16S_B_13410,Bacteria,
Streptomyces drozdowiczii,1191,CRW_16S_B_1348,Bacteria,Actinobacteria
Micrococcus luteus,1325,CRW_16S_B_1354,Bacteria,Actinobacteria
Bacillus subtilis,1372,CRW_16S_B_13532,Bacteria,
Bacillus cereus,1024,CRW_16S_B_13766,Bacteria,
Rhodococcus erythropolis,1325,CRW_16S_B_1432,Bacteria,Actinobacteria
Paenibacillus polymyxa,1261,CRW_16S_B_14986,Bacteria,
Bacillus licheniformis,1002,CRW_16S_B_15067,Bacteria,
Enterococcus faecium,1340,CRW_16S_B_15075,Bacteria,
Lactobacillus acidophilus,1381,CRW_16S_B_15117,Bacteria,
Leuconostoc carnosum,1333,CRW_16S_B_15136,Bacteria,
Lactobacillus gasseri,1352,CRW_16S_B_15175,Bacteria,
Lactobacillus helveticus,1335,CRW_16S_B_15177,Bacteria,
Listeria seeligeri,1386,CRW_16S_B_15186,Bacteria,
Rhodococcus erythropolis,1365,CRW_16S_B_1528,Bacteria,Actinobacteria
Melissococcus plutonius,1400,CRW_16S_B_15238,Bacteria,
Melissococcus plutonius,1396,CRW_16S_B_15239,Bacteria,
Oenococcus oeni,1335,CRW_16S_B_15242,Bacteria,
Paenibacillus polymyxa,1228,CRW_16S_B_15274,Bacteria,
Sporosarcina ureae,1385,CRW_16S_B_15333,Bacteria,
Streptococcus acidominimus,1335,CRW_16S_B_15344,Bacteria,
Streptococcus agalactiae,1335,CRW_16S_B_15347,Bacteria,
Streptococcus alactolyticus,1335,CRW_16S_B_15348,Bacteria,
Streptococcus intermedius,1335,CRW_16S_B_15353,Bacteria,
Streptococcus canis,1335,CRW_16S_B_15360,Bacteria,
Streptococcus criceti,1335,CRW_16S_B_15362,Bacteria,
Streptococcus equinus,1335,CRW_16S_B_15368,Bacteria,
Mycobacterium peregrinum,1399,CRW_16S_B_1543,Bacteria,Actinobacteria
Streptococcus hyointestinalis,1299,CRW_16S_B_15371,Bacteria,
Streptococcus macacae,1333,CRW_16S_B_15372,Bacteria,
Streptococcus mutans,1335,CRW_16S_B_15378,Bacteria,
Streptococcus pneumoniae,1335,CRW_16S_B_15383,Bacteria,
Streptococcus porcinus,1333,CRW_16S_B_15384,Bacteria,
Streptococcus pyogenes,1335,CRW_16S_B_15386,Bacteria,
Streptococcus ratti,1335,CRW_16S_B_15393,Bacteria,
Streptococcus sobrinus,1335,CRW_16S_B_15399,Bacteria,
Streptococcus suis,1333,CRW_16S_B_15402,Bacteria,
Streptococcus vestibularis,1333,CRW_16S_B_15406,Bacteria,
Staphylococcus epidermidis,1346,CRW_16S_B_15439,Bacteria,
Actinoplanes teichomyceticus,1365,CRW_16S_B_1555,Bacteria,Actinobacteria
Mycobacterium austroafricanum,1180,CRW_16S_B_1562,Bacteria,Actinobacteria
Arthrobacter ramosus,1363,CRW_16S_B_1589,Bacteria,Actinobacteria
Mycobacterium murale,1386,CRW_16S_B_1593,Bacteria,Actinobacteria
Arthrobacter citreus,1268,CRW_16S_B_1630,Bacteria,Actinobacteria
Kocuria marina,1209,CRW_16S_B_1632,Bacteria,Actinobacteria
Actinoplanes couchii,1371,CRW_16S_B_1645,Bacteria,Actinobacteria
Pseudonocardia nitrificans,1255,CRW_16S_B_1646,Bacteria,Actinobacteria
Actinocorallia aurantiaca,1344,CRW_16S_B_1649,Bacteria,Actinobacteria
Actinocorallia glomerata,1350,CRW_16S_B_1655,Bacteria,Actinobacteria
Actinomadura madurae,1341,CRW_16S_B_1662,Bacteria,Actinobacteria
Actinomadura verrucosospora,1339,CRW_16S_B_1664,Bacteria,Actinobacteria
Amycolatopsis azurea,1300,CRW_16S_B_1668,Bacteria,Actinobacteria
Amycolatopsis methanolica,1343,CRW_16S_B_1671,Bacteria,Actinobacteria
Acetonema longum,1267,CRW_16S_B_15564,Bacteria,
Clostridium botulinum,1323,CRW_16S_B_15599,Bacteria,
Clostridium butyricum,1243,CRW_16S_B_15619,Bacteria,
Actinoplanes philippinensis,1286,CRW_16S_B_1703,Bacteria,Actinobacteria
Clostridium acetobutylicum,1382,CRW_16S_B_15868,Bacteria,
Clostridium acetobutylicum,1268,CRW_16S_B_15871,Bacteria,
Clostridium acetobutylicum,1381,CRW_16S_B_15872,Bacteria,
Clostridium acetobutylicum,1375,CRW_16S_B_15873,Bacteria,
Clostridium acetobutylicum,1380,CRW_16S_B_15892,Bacteria,
Clostridium cadaveris,1394,CRW_16S_B_15921,Bacteria,
Clostridium celatum,1326,CRW_16S_B_15924,Bacteria,
Clostridium intestinale,1385,CRW_16S_B_15960,Bacteria,
Clostridium leptum,1376,CRW_16S_B_15966,Bacteria,
Clostridium ljungdahlii,1393,CRW_16S_B_15970,Bacteria,
Clostridium magnum,1387,CRW_16S_B_15976,Bacteria,
Clostridium malenominatum,1397,CRW_16S_B_15977,Bacteria,
Clostridium oceanicum,1395,CRW_16S_B_15986,Bacteria,
Coprococcus eutactus,1326,CRW_16S_B_15987,Bacteria,
Clostridium saccharoperbutylacetonicum,1380,CRW_16S_B_16013,Bacteria,
Clostridium sporogenes,1398,CRW_16S_B_16024,Bacteria,
Clostridium sporosphaeroides,1400,CRW_16S_B_16025,Bacteria,
Clostridium sporosphaeroides,1375,CRW_16S_B_16026,Bacteria,
Clostridium tetanomorphum,1365,CRW_16S_B_16040,Bacteria,
Clostridium tetanomorphum,1399,CRW_16S_B_16041,Bacteria,
Desulfosporosinus orientis,1215,CRW_16S_B_16068,Bacteria,
Clostridium perfringens,1214,CRW_16S_B_16094,Bacteria,
Eubacterium nodatum,1351,CRW_16S_B_16293,Bacteria,
Eubacterium saphenum,1343,CRW_16S_B_16300,Bacteria,
Filifactor alocis,1332,CRW_16S_B_16314,Bacteria,
Halanaerobacter chitinivorans,1284,CRW_16S_B_16336,Bacteria,
Lachnospira multipara,1119,CRW_16S_B_16344,Bacteria,
Megasphaera cerevisiae,1359,CRW_16S_B_16346,Bacteria,
Peptostreptococcus anaerobius,1344,CRW_16S_B_16363,Bacteria,
Peptoniphilus asaccharolyticus,1369,CRW_16S_B_16368,Bacteria,
Peptoniphilus asaccharolyticus,1363,CRW_16S_B_16369,Bacteria,
Peptoniphilus asaccharolyticus,1371,CRW_16S_B_16370,Bacteria,
Anaerococcus hydrogenalis,1369,CRW_16S_B_16371,Bacteria,
Peptoniphilus indolicus,1366,CRW_16S_B_16372,Bacteria,
Anaerococcus lactolyticus,1359,CRW_16S_B_16373,Bacteria,
Peptoniphilus lacrimalis,1367,CRW_16S_B_16374,Bacteria,
Finegoldia magna,1351,CRW_16S_B_16375,Bacteria,
Anaerococcus prevotii,1364,CRW_16S_B_16377,Bacteria,
Anaerococcus prevotii,1369,CRW_16S_B_16378,Bacteria,
Anaerococcus tetradius,1371,CRW_16S_B_16380,Bacteria,
Anaerococcus vaginalis,1369,CRW_16S_B_16381,Bacteria,
Roseburia cecicola,1371,CRW_16S_B_16385,Bacteria,
Ruminococcus gnavus,1291,CRW_16S_B_16391,Bacteria,
Ruminococcus torques,1357,CRW_16S_B_16396,Bacteria,
Sporomusa termitida,1366,CRW_16S_B_16410,Bacteria,
Sarcina maxima,1399,CRW_16S_B_16411,Bacteria,
Sarcina ventriculi,1304,CRW_16S_B_16413,Bacteria,
Pelotomaculum schinkii,1361,CRW_16S_B_16425,Bacteria,
Pelotomaculum schinkii,1362,CRW_16S_B_16426,Bacteria,
Thermoanaerobacter thermohydrosulfuricus,1105,CRW_16S_B_16447,Bacteria,
Brachybacterium conglomeratum,1326,CRW_16S_B_1802,Bacteria,Actinobacteria
Arthrobacter globiformis,1327,CRW_16S_B_1805,Bacteria,Actinobacteria
Micrococcus luteus,1328,CRW_16S_B_1806,Bacteria,Actinobacteria
Nocardia nova,1383,CRW_16S_B_1831,Bacteria,Actinobacteria
Nocardia veterana,1395,CRW_16S_B_1834,Bacteria,Actinobacteria
Corynebacterium freneyi,1225,CRW_16S_B_1871,Bacteria,Actinobacteria
Streptomyces lateritius,1347,CRW_16S_B_1921,Bacteria,Actinobacteria
Streptacidiphilus jiangxiensis,1324,CRW_16S_B_1966,Bacteria,Actinobacteria
Bulleidia extructa,1348,CRW_16S_B_16741,Bacteria,
Clostridium spiroforme,1388,CRW_16S_B_16750,Bacteria,
Mycoplasma hyorhinis,1398,CRW_16S_B_16900,Bacteria,
Kitasatospora nipponensis,1390,CRW_16S_B_2069,Bacteria,Actinobacteria
Kitasatospora kifunensis,1380,CRW_16S_B_2070,Bacteria,Actinobacteria
Spiroplasma clarkii,1387,CRW_16S_B_17026,Bacteria,
Nocardia mexicana,1329,CRW_16S_B_2212,Bacteria,Actinobacteria
Nocardia mexicana,1330,CRW_16S_B_2214,Bacteria,Actinobacteria
Nocardia mexicana,1330,CRW_16S_B_2215,Bacteria,Actinobacteria
Mycobacterium simiae,1203,CRW_16S_B_2266,Bacteria,Actinobacteria
Mycobacterium asiaticum,1025,CRW_16S_B_2330,Bacteria,Actinobacteria
Micrococcus lylae,1318,CRW_16S_B_2333,Bacteria,Actinobacteria
Rhodococcus erythropolis,1334,CRW_16S_B_2334,Bacteria,Actinobacteria
Mycobacterium flavescens,1180,CRW_16S_B_2335,Bacteria,Actinobacteria
Mycobacterium flavescens,1180,CRW_16S_B_2336,Bacteria,Actinobacteria
Mycobacterium flavescens,1179,CRW_16S_B_2337,Bacteria,Actinobacteria
Mycobacterium triviale,1384,CRW_16S_B_2338,Bacteria,Actinobacteria
Mycobacterium triviale,1387,CRW_16S_B_2339,Bacteria,Actinobacteria
Mycobacterium triviale,1395,CRW_16S_B_2340,Bacteria,Actinobacteria
Mycobacterium austroafricanum,1339,CRW_16S_B_2440,Bacteria,Actinobacteria
Rhodococcus erythropolis,1377,CRW_16S_B_2452,Bacteria,Actinobacteria
Rhodococcus erythropolis,1386,CRW_16S_B_2453,Bacteria,Actinobacteria
Rhodococcus erythropolis,1344,CRW_16S_B_2478,Bacteria,Actinobacteria
Rhodococcus erythropolis,1341,CRW_16S_B_2479,Bacteria,Actinobacteria
Streptomyces griseus,1397,CRW_16S_B_2518,Bacteria,Actinobacteria
Streptomyces bikiniensis,1382,CRW_16S_B_2535,Bacteria,Actinobacteria
Streptomyces globisporus subsp. globisporus,1348,CRW_16S_B_256,Bacteria,Actinobacteria
Streptomyces fradiae,1304,CRW_16S_B_257,Bacteria,Actinobacteria
Streptomyces vinaceus,1151,CRW_16S_B_2614,Bacteria,Actinobacteria
Streptomyces anulatus,1353,CRW_16S_B_2633,Bacteria,Actinobacteria
Streptomyces flaveolus,1192,CRW_16S_B_2635,Bacteria,Actinobacteria
Streptomyces griseoaurantiacus,1397,CRW_16S_B_2708,Bacteria,Actinobacteria
Streptomyces canarius,1318,CRW_16S_B_2732,Bacteria,Actinobacteria
Streptomyces carpinensis,1285,CRW_16S_B_2734,Bacteria,Actinobacteria
Streptomyces costaricanus,1311,CRW_16S_B_2736,Bacteria,Actinobacteria
Streptomyces filipinensis,1367,CRW_16S_B_2739,Bacteria,Actinobacteria
Streptomyces flaveus,1363,CRW_16S_B_274,Bacteria,Actinobacteria
Streptomyces flavotricini,1315,CRW_16S_B_2740,Bacteria,Actinobacteria
Streptomyces fulvissimus,1322,CRW_16S_B_2743,Bacteria,Actinobacteria
Streptomyces gancidicus,1377,CRW_16S_B_2744,Bacteria,Actinobacteria
Streptomyces netropsis,1318,CRW_16S_B_2746,Bacteria,Actinobacteria
Streptomyces polychromogenes,1326,CRW_16S_B_2747,Bacteria,Actinobacteria
Streptomyces spectabilis,1317,CRW_16S_B_2750,Bacteria,Actinobacteria
Catenuloplanes japonicus,1192,CRW_16S_B_2835,Bacteria,Actinobacteria
Catenuloplanes japonicus,1128,CRW_16S_B_2836,Bacteria,Actinobacteria
Catenuloplanes japonicus,1145,CRW_16S_B_2837,Bacteria,Actinobacteria
Couchioplanes caeruleus,1148,CRW_16S_B_2838,Bacteria,Actinobacteria
Corynebacterium accolens,1393,CRW_16S_B_2866,Bacteria,Actinobacteria
Corynebacterium ammoniagenes,1311,CRW_16S_B_2871,Bacteria,Actinobacteria
Corynebacterium argentoratense,1314,CRW_16S_B_2876,Bacteria,Actinobacteria
Corynebacterium amycolatum,1322,CRW_16S_B_2877,Bacteria,Actinobacteria
Corynebacterium bovis,1387,CRW_16S_B_2879,Bacteria,Actinobacteria
Corynebacterium callunae,1322,CRW_16S_B_2882,Bacteria,Actinobacteria
Corynebacterium cystitidis,1322,CRW_16S_B_2886,Bacteria,Actinobacteria
Rhodococcus equi,1306,CRW_16S_B_2902,Bacteria,Actinobacteria
Corynebacterium jeikeium,1333,CRW_16S_B_2903,Bacteria,Actinobacteria
Corynebacterium kutscheri,1331,CRW_16S_B_2906,Bacteria,Actinobacteria
Corynebacterium kutscheri,1338,CRW_16S_B_2907,Bacteria,Actinobacteria
Corynebacterium macginleyi,1393,CRW_16S_B_2908,Bacteria,Actinobacteria
Corynebacterium matruchotii,1346,CRW_16S_B_2909,Bacteria,Actinobacteria
Corynebacterium matruchotii,1327,CRW_16S_B_2910,Bacteria,Actinobacteria
Corynebacterium minutissimum,1400,CRW_16S_B_2912,Bacteria,Actinobacteria
Corynebacterium mycetoides,1396,CRW_16S_B_2914,Bacteria,Actinobacteria
Corynebacterium pilosum,1381,CRW_16S_B_2917,Bacteria,Actinobacteria
Corynebacterium pilosum,1306,CRW_16S_B_2918,Bacteria,Actinobacteria
Corynebacterium propinquum,1396,CRW_16S_B_2920,Bacteria,Actinobacteria
Corynebacterium pseudodiphtheriticum,1396,CRW_16S_B_2922,Bacteria,Actinobacteria
Corynebacterium pseudotuberculosis,1396,CRW_16S_B_2927,Bacteria,Actinobacteria
Corynebacterium pseudotuberculosis,1396,CRW_16S_B_2929,Bacteria,Actinobacteria
Corynebacterium renale,1289,CRW_16S_B_2931,Bacteria,Actinobacteria
Corynebacterium renale,1389,CRW_16S_B_2932,Bacteria,Actinobacteria
Corynebacterium renale,1399,CRW_16S_B_2934,Bacteria,Actinobacteria
Corynebacterium renale,1395,CRW_16S_B_2936,Bacteria,Actinobacteria
Corynebacterium renale,1366,CRW_16S_B_2937,Bacteria,Actinobacteria
Corynebacterium glucuronolyticum,1323,CRW_16S_B_2939,Bacteria,Actinobacteria
Corynebacterium striatum,1324,CRW_16S_B_2942,Bacteria,Actinobacteria
Corynebacterium ulcerans,1314,CRW_16S_B_2945,Bacteria,Actinobacteria
Corynebacterium ulcerans,1395,CRW_16S_B_2946,Bacteria,Actinobacteria
Corynebacterium xerosis,1324,CRW_16S_B_2953,Bacteria,Actinobacteria
Corynebacterium xerosis,1317,CRW_16S_B_2954,Bacteria,Actinobacteria
Dactylosporangium aurantiacum,1358,CRW_16S_B_2986,Bacteria,Actinobacteria
Streptomyces filamentosus,1344,CRW_16S_B_3020,Bacteria,Actinobacteria
Streptomyces carpinensis,1327,CRW_16S_B_3051,Bacteria,Actinobacteria
Streptomyces murinus,1364,CRW_16S_B_3053,Bacteria,Actinobacteria
Mycobacterium rhodesiae,1374,CRW_16S_B_3060,Bacteria,Actinobacteria
Mycobacterium triviale,1260,CRW_16S_B_3061,Bacteria,Actinobacteria
Mycobacterium nonchromogenicum,1374,CRW_16S_B_3062,Bacteria,Actinobacteria
Mycobacterium terrae,1374,CRW_16S_B_3063,Bacteria,Actinobacteria
Micromonospora chalcea,1389,CRW_16S_B_3119,Bacteria,Actinobacteria
Micromonospora echinospora,1373,CRW_16S_B_3122,Bacteria,Actinobacteria
Micromonospora matsumotoense,1364,CRW_16S_B_3125,Bacteria,Actinobacteria
Mycobacterium senegalense,1393,CRW_16S_B_3150,Bacteria,Actinobacteria
Kocuria rosea,1309,CRW_16S_B_3187,Bacteria,Actinobacteria
Mycobacterium smegmatis,1349,CRW_16S_B_3243,Bacteria,Actinobacteria
Rhodococcus erythropolis,1373,CRW_16S_B_3260,Bacteria,Actinobacteria
Nocardia abscessus,1321,CRW_16S_B_3335,Bacteria,Actinobacteria
