Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.phylum
uncultured Bacillus sp.,901,CRW_16S_B_10074,,
uncultured Bacillus sp.,911,CRW_16S_B_10075,,
uncultured Bacillus sp.,902,CRW_16S_B_10076,,
uncultured Bacillus sp.,901,CRW_16S_B_10077,,
uncultured Bacillus sp.,901,CRW_16S_B_10078,,
uncultured Bacillus sp.,901,CRW_16S_B_10079,,
Bacillus cereus,847,CRW_16S_B_10116,Bacteria,
Bacillus cereus,857,CRW_16S_B_10117,Bacteria,
uncultured Lactococcus sp.,862,CRW_16S_B_10135,,
Bacillus sp. STR-Y-O,884,CRW_16S_B_10144,,
Bacillus sp. S14,849,CRW_16S_B_10154,,
uncultured Bacilli bacterium,914,CRW_16S_B_10191,,
uncultured Bacilli bacterium,928,CRW_16S_B_10192,,
uncultured Bacilli bacterium,914,CRW_16S_B_10193,,
uncultured Bacilli bacterium,928,CRW_16S_B_10194,,
Bacillus sp. F804,807,CRW_16S_B_10213,,
Bacillus sp. R-6521,950,CRW_16S_B_10239,,
uncultured Bacillaceae bacterium,907,CRW_16S_B_10241,,
Staphylococcus sp. AI-9,840,CRW_16S_B_10264,,
Staphylococcus sp. AI-22,876,CRW_16S_B_10265,,
uncultured low G+C Gram-positive bacterium,892,CRW_16S_B_10316,,
uncultured Staphylococcus sp.,926,CRW_16S_B_10331,,
uncultured Staphylococcus sp.,926,CRW_16S_B_10332,,
Staphylococcus sp. RG-25,913,CRW_16S_B_10434,,
Bacillus sp. 34/09,861,CRW_16S_B_10441,,
Micromonospora sp. P-XS,845,CRW_16S_B_1052,,
Bacillus sp. 13IX/A01/165,863,CRW_16S_B_10582,,
Staphylococcus epidermidis,847,CRW_16S_B_10606,Bacteria,
Halobacillus salinus,904,CRW_16S_B_10614,Bacteria,
Halobacillus trueperi,910,CRW_16S_B_10619,Bacteria,
Bacillus subtilis,836,CRW_16S_B_10621,Bacteria,
Bacillus sp. NRRL B-23940,829,CRW_16S_B_10633,,
Bacillus sp. NRRL B-23939,815,CRW_16S_B_10634,,
Bacillus sp. NRRL B-23937,815,CRW_16S_B_10635,,
Bacillus sp. NRRL B-23938,811,CRW_16S_B_10636,,
Bacillus cereus,943,CRW_16S_B_10637,Bacteria,
Bacillus cereus,949,CRW_16S_B_10638,Bacteria,
Bacillus cereus,960,CRW_16S_B_10639,Bacteria,
Bacillus cereus,937,CRW_16S_B_10640,Bacteria,
Bacillus sp. NRRL B-23976,967,CRW_16S_B_10641,,
Bacillus subtilis,961,CRW_16S_B_10642,Bacteria,
Bacillus sp. NRRL B-23964,963,CRW_16S_B_10643,,
Bacillus subtilis,939,CRW_16S_B_10644,Bacteria,
Bacillus subtilis,939,CRW_16S_B_10645,Bacteria,
Bacillus sp. NRRL B-23980,936,CRW_16S_B_10646,,
Bacillus subtilis,804,CRW_16S_B_10647,Bacteria,
Bacillus sp. NRRL B-23973,804,CRW_16S_B_10648,,
Bacillus subtilis,804,CRW_16S_B_10649,Bacteria,
Bacillus sp. NRRL B-23935,815,CRW_16S_B_10650,,
Bacillus subtilis,811,CRW_16S_B_10651,Bacteria,
Bacillus sp. NRRL B-23958,954,CRW_16S_B_10652,,
Bacillus sp. NRRL B-23959,938,CRW_16S_B_10653,,
Bacillus sp. NRRL B-23977,808,CRW_16S_B_10654,,
Bacillus sp. NRRL B-23954,961,CRW_16S_B_10655,,
Bacillus sp. NRRL B-23956,955,CRW_16S_B_10656,,
Bacillus sp. NRRL B-23970,942,CRW_16S_B_10657,,
Bacillus pumilus,809,CRW_16S_B_10658,Bacteria,
Bacillus pumilus,805,CRW_16S_B_10659,Bacteria,
Bacillus pumilus,956,CRW_16S_B_10660,Bacteria,
Bacillus pumilus,957,CRW_16S_B_10661,Bacteria,
Bacillus sp. NRRL B-23982,943,CRW_16S_B_10662,,
Staphylococcus epidermidis,802,CRW_16S_B_10798,Bacteria,
Bacillus cereus,802,CRW_16S_B_10800,Bacteria,
uncultured Staphylococcus sp.,837,CRW_16S_B_10834,,
uncultured Staphylococcus sp.,833,CRW_16S_B_10836,,
uncultured Streptococcus sp.,801,CRW_16S_B_10840,,
uncultured Staphylococcus sp.,816,CRW_16S_B_10842,,
uncultured Staphylococcus sp.,808,CRW_16S_B_10849,,
uncultured Staphylococcus sp.,803,CRW_16S_B_10851,,
uncultured Staphylococcus sp.,807,CRW_16S_B_10853,,
uncultured Staphylococcus sp.,816,CRW_16S_B_10855,,
uncultured Staphylococcus sp.,823,CRW_16S_B_10859,,
uncultured Staphylococcus sp.,801,CRW_16S_B_10865,,
uncultured Staphylococcus sp.,832,CRW_16S_B_10869,,
uncultured Streptococcus sp.,807,CRW_16S_B_10870,,
uncultured Streptococcus sp.,840,CRW_16S_B_10871,,
uncultured Staphylococcus sp.,866,CRW_16S_B_10872,,
uncultured Staphylococcus sp.,834,CRW_16S_B_10873,,
uncultured Staphylococcus sp.,872,CRW_16S_B_10874,,
uncultured Staphylococcus sp.,872,CRW_16S_B_10875,,
uncultured Staphylococcus sp.,862,CRW_16S_B_10876,,
uncultured Staphylococcus sp.,873,CRW_16S_B_10877,,
uncultured Staphylococcus sp.,872,CRW_16S_B_10878,,
uncultured Staphylococcus sp.,880,CRW_16S_B_10879,,
uncultured Staphylococcus sp.,881,CRW_16S_B_10880,,
uncultured Staphylococcus sp.,849,CRW_16S_B_10881,,
uncultured Staphylococcus sp.,849,CRW_16S_B_10883,,
uncultured Staphylococcus sp.,861,CRW_16S_B_10885,,
uncultured Staphylococcus sp.,862,CRW_16S_B_10886,,
uncultured Staphylococcus sp.,849,CRW_16S_B_10887,,
uncultured Enterococcus sp.,852,CRW_16S_B_10888,,
uncultured Streptococcus sp.,840,CRW_16S_B_10889,,
uncultured Staphylococcus sp.,848,CRW_16S_B_10892,,
uncultured Staphylococcus sp.,849,CRW_16S_B_10893,,
uncultured Staphylococcus sp.,848,CRW_16S_B_10894,,
uncultured Staphylococcus sp.,864,CRW_16S_B_10895,,
Bacillus licheniformis,905,CRW_16S_B_11011,Bacteria,
Staphylococcus aureus,958,CRW_16S_B_11019,,
Bacillus sp. Cafi11c,807,CRW_16S_B_11026,,
Bacillus megaterium,866,CRW_16S_B_11029,,
Bacillus sp. SA2,960,CRW_16S_B_11032,,
uncultured organism,902,CRW_16S_NA_11078,,
uncultured organism,894,CRW_16S_NA_11079,,
uncultured organism,892,CRW_16S_NA_11086,,
uncultured organism,896,CRW_16S_NA_11087,,
uncultured organism,894,CRW_16S_NA_11088,,
uncultured organism,901,CRW_16S_NA_11090,,
bacterium OVA12,999,CRW_16S_B_11111,,
Bacillus sp. SBT324,956,CRW_16S_B_11138,,
uncultured Bacillus sp.,965,CRW_16S_B_11159,,
Bacillus sp. SJ-2005,962,CRW_16S_B_11206,,
Bacillus sp. S10,873,CRW_16S_B_11505,,
Bacillus sp. IDA4350,852,CRW_16S_B_11540,,
Bacillus sp. IDA4740,877,CRW_16S_B_11543,,
Geobacillus stearothermophilus,994,CRW_16S_B_11570,Bacteria,
Bacillus subtilis,953,CRW_16S_B_11574,Bacteria,
Bacillus sp.,804,CRW_16S_B_11602,,
Bacillus subtilis,853,CRW_16S_B_11752,Bacteria,
Bacillus sp. GCM51,824,CRW_16S_B_11797,,
uncultured Bacillus sp.,899,CRW_16S_B_11798,,
uncultured Staphylococcus sp.,900,CRW_16S_B_11799,,
Bacillus sp. C1,955,CRW_16S_B_11845,,
Bacillus sp. 186I,880,CRW_16S_B_11846,,
Bacillus sp. A16,977,CRW_16S_B_11847,,
uncultured Gram-positive bacterium,837,CRW_16S_B_11872,,
Staphylococcus sp. C2L,977,CRW_16S_B_11890,,
Geobacillus sp. LA6,950,CRW_16S_B_11938,,
Sphingomonas sp. UMB 71aN,921,CRW_16S_B_12023,,
Bacillus cereus,885,CRW_16S_B_12031,Bacteria,
Geobacillus stearothermophilus,955,CRW_16S_B_12042,Bacteria,
uncultured Staphylococcus sp.,886,CRW_16S_B_12046,,
uncultured Staphylococcus sp.,886,CRW_16S_B_12047,,
uncultured Staphylococcus sp.,882,CRW_16S_B_12048,,
uncultured Staphylococcus sp.,807,CRW_16S_B_12049,,
uncultured Staphylococcus sp.,863,CRW_16S_B_12050,,
uncultured Staphylococcus sp.,834,CRW_16S_B_12051,,
uncultured Staphylococcus sp.,842,CRW_16S_B_12054,,
uncultured Staphylococcus sp.,825,CRW_16S_B_12057,,
uncultured Staphylococcus sp.,804,CRW_16S_B_12058,,
uncultured Staphylococcus sp.,850,CRW_16S_B_12062,,
uncultured Staphylococcus sp.,837,CRW_16S_B_12063,,
uncultured Staphylococcus sp.,802,CRW_16S_B_12066,,
uncultured Staphylococcus sp.,842,CRW_16S_B_12069,,
uncultured Staphylococcus sp.,806,CRW_16S_B_12073,,
uncultured Staphylococcus sp.,824,CRW_16S_B_12075,,
uncultured Staphylococcus sp.,833,CRW_16S_B_12076,,
uncultured Staphylococcus sp.,825,CRW_16S_B_12077,,
uncultured Staphylococcus sp.,825,CRW_16S_B_12078,,
uncultured Staphylococcus sp.,827,CRW_16S_B_12081,,
uncultured Staphylococcus sp.,834,CRW_16S_B_12082,,
uncultured Staphylococcus sp.,894,CRW_16S_B_12084,,
uncultured Staphylococcus sp.,887,CRW_16S_B_12085,,
uncultured Staphylococcus sp.,887,CRW_16S_B_12087,,
uncultured Staphylococcus sp.,887,CRW_16S_B_12088,,
uncultured Staphylococcus sp.,850,CRW_16S_B_12089,,
uncultured Staphylococcus sp.,887,CRW_16S_B_12090,,
uncultured Staphylococcus sp.,886,CRW_16S_B_12091,,
uncultured Staphylococcus sp.,886,CRW_16S_B_12092,,
uncultured Staphylococcus sp.,886,CRW_16S_B_12093,,
uncultured Staphylococcus sp.,884,CRW_16S_B_12094,,
uncultured Staphylococcus sp.,887,CRW_16S_B_12095,,
uncultured Staphylococcus sp.,887,CRW_16S_B_12096,,
uncultured Staphylococcus sp.,887,CRW_16S_B_12097,,
uncultured Staphylococcus sp.,886,CRW_16S_B_12098,,
uncultured Staphylococcus sp.,887,CRW_16S_B_12099,,
uncultured Staphylococcus sp.,813,CRW_16S_B_12100,,
uncultured Staphylococcus sp.,831,CRW_16S_B_12101,,
uncultured Staphylococcus sp.,886,CRW_16S_B_12102,,
uncultured Staphylococcus sp.,825,CRW_16S_B_12105,,
uncultured Staphylococcus sp.,834,CRW_16S_B_12106,,
uncultured Staphylococcus sp.,830,CRW_16S_B_12107,,
uncultured Staphylococcus sp.,839,CRW_16S_B_12109,,
uncultured Staphylococcus sp.,828,CRW_16S_B_12110,,
uncultured Staphylococcus sp.,826,CRW_16S_B_12113,,
uncultured Staphylococcus sp.,841,CRW_16S_B_12114,,
uncultured Staphylococcus sp.,805,CRW_16S_B_12115,,
uncultured Staphylococcus sp.,828,CRW_16S_B_12116,,
uncultured Streptococcaceae bacterium,820,CRW_16S_B_12117,,
uncultured Streptococcaceae bacterium,822,CRW_16S_B_12118,,
uncultured Streptococcaceae bacterium,835,CRW_16S_B_12119,,
uncultured Streptococcaceae bacterium,820,CRW_16S_B_12120,,
uncultured Streptococcaceae bacterium,820,CRW_16S_B_12121,,
uncultured Streptococcaceae bacterium,840,CRW_16S_B_12122,,
uncultured Streptococcaceae bacterium,809,CRW_16S_B_12123,,
uncultured Staphylococcus sp.,830,CRW_16S_B_12124,,
uncultured Streptococcaceae bacterium,823,CRW_16S_B_12125,,
uncultured Streptococcaceae bacterium,828,CRW_16S_B_12126,,
uncultured Staphylococcus sp.,829,CRW_16S_B_12128,,
uncultured Streptococcaceae bacterium,817,CRW_16S_B_12131,,
uncultured Streptococcaceae bacterium,820,CRW_16S_B_12132,,
uncultured Streptococcaceae bacterium,843,CRW_16S_B_12133,,
uncultured Staphylococcus sp.,804,CRW_16S_B_12134,,
uncultured Streptococcaceae bacterium,818,CRW_16S_B_12139,,
uncultured Streptococcaceae bacterium,815,CRW_16S_B_12141,,
uncultured Streptococcaceae bacterium,815,CRW_16S_B_12142,,
uncultured Streptococcaceae bacterium,807,CRW_16S_B_12144,,
uncultured Streptococcaceae bacterium,849,CRW_16S_B_12150,,
uncultured Streptococcaceae bacterium,801,CRW_16S_B_12151,,
uncultured Streptococcaceae bacterium,824,CRW_16S_B_12153,,
uncultured Streptococcaceae bacterium,808,CRW_16S_B_12155,,
uncultured Streptococcaceae bacterium,836,CRW_16S_B_12156,,
uncultured Streptococcaceae bacterium,807,CRW_16S_B_12157,,
uncultured Streptococcaceae bacterium,815,CRW_16S_B_12162,,
uncultured Streptococcaceae bacterium,831,CRW_16S_B_12163,,
uncultured Streptococcaceae bacterium,815,CRW_16S_B_12164,,
uncultured Staphylococcus sp.,809,CRW_16S_B_12165,,
uncultured Staphylococcus sp.,827,CRW_16S_B_12166,,
uncultured Staphylococcus sp.,842,CRW_16S_B_12168,,
uncultured Staphylococcus sp.,820,CRW_16S_B_12169,,
uncultured Staphylococcus sp.,845,CRW_16S_B_12170,,
uncultured Staphylococcus sp.,840,CRW_16S_B_12171,,
uncultured Staphylococcus sp.,805,CRW_16S_B_12172,,
uncultured Staphylococcus sp.,801,CRW_16S_B_12173,,
uncultured Staphylococcus sp.,826,CRW_16S_B_12174,,
uncultured Staphylococcus sp.,846,CRW_16S_B_12176,,
uncultured Staphylococcus sp.,816,CRW_16S_B_12177,,
uncultured Staphylococcus sp.,842,CRW_16S_B_12178,,
uncultured Staphylococcus sp.,844,CRW_16S_B_12179,,
uncultured Staphylococcus sp.,816,CRW_16S_B_12181,,
uncultured Staphylococcus sp.,814,CRW_16S_B_12182,,
uncultured Staphylococcus sp.,845,CRW_16S_B_12183,,
uncultured Staphylococcus sp.,848,CRW_16S_B_12185,,
uncultured Staphylococcus sp.,845,CRW_16S_B_12186,,
uncultured Staphylococcus sp.,835,CRW_16S_B_12187,,
uncultured Staphylococcus sp.,816,CRW_16S_B_12188,,
uncultured Staphylococcus sp.,843,CRW_16S_B_12192,,
uncultured Staphylococcus sp.,838,CRW_16S_B_12193,,
uncultured Staphylococcus sp.,827,CRW_16S_B_12195,,
uncultured Staphylococcus sp.,844,CRW_16S_B_12197,,
uncultured Staphylococcus sp.,841,CRW_16S_B_12198,,
uncultured Staphylococcus sp.,802,CRW_16S_B_12199,,
uncultured Staphylococcus sp.,841,CRW_16S_B_12200,,
uncultured Staphylococcus sp.,831,CRW_16S_B_12201,,
uncultured Staphylococcus sp.,849,CRW_16S_B_12202,,
uncultured Staphylococcus sp.,848,CRW_16S_B_12203,,
uncultured Staphylococcus sp.,810,CRW_16S_B_12204,,
uncultured Staphylococcus sp.,828,CRW_16S_B_12205,,
uncultured Staphylococcus sp.,837,CRW_16S_B_12206,,
uncultured Staphylococcus sp.,838,CRW_16S_B_12207,,
uncultured Staphylococcus sp.,823,CRW_16S_B_12209,,
uncultured Staphylococcus sp.,828,CRW_16S_B_12210,,
uncultured Staphylococcus sp.,845,CRW_16S_B_12211,,
uncultured Staphylococcus sp.,812,CRW_16S_B_12212,,
uncultured Staphylococcus sp.,814,CRW_16S_B_12213,,
uncultured Staphylococcus sp.,802,CRW_16S_B_12215,,
uncultured Staphylococcus sp.,817,CRW_16S_B_12217,,
uncultured Staphylococcus sp.,846,CRW_16S_B_12218,,
uncultured Staphylococcus sp.,847,CRW_16S_B_12219,,
uncultured Staphylococcus sp.,840,CRW_16S_B_12220,,
uncultured Staphylococcus sp.,827,CRW_16S_B_12221,,
uncultured Staphylococcus sp.,818,CRW_16S_B_12222,,
uncultured Staphylococcus sp.,826,CRW_16S_B_12224,,
uncultured Staphylococcus sp.,836,CRW_16S_B_12226,,
uncultured Staphylococcus sp.,822,CRW_16S_B_12228,,
uncultured Staphylococcus sp.,822,CRW_16S_B_12230,,
uncultured Staphylococcus sp.,840,CRW_16S_B_12231,,
uncultured Staphylococcus sp.,826,CRW_16S_B_12232,,
uncultured Staphylococcus sp.,812,CRW_16S_B_12234,,
uncultured Staphylococcus sp.,846,CRW_16S_B_12236,,
uncultured Staphylococcus sp.,842,CRW_16S_B_12237,,
uncultured Staphylococcus sp.,820,CRW_16S_B_12238,,
uncultured Staphylococcus sp.,814,CRW_16S_B_12239,,
uncultured Staphylococcus sp.,835,CRW_16S_B_12241,,
uncultured Staphylococcus sp.,819,CRW_16S_B_12242,,
uncultured Staphylococcus sp.,840,CRW_16S_B_12243,,
uncultured Staphylococcus sp.,844,CRW_16S_B_12244,,
uncultured Staphylococcus sp.,833,CRW_16S_B_12245,,
uncultured Staphylococcus sp.,824,CRW_16S_B_12247,,
uncultured Staphylococcus sp.,801,CRW_16S_B_12248,,
uncultured Staphylococcus sp.,814,CRW_16S_B_12249,,
uncultured Staphylococcus sp.,827,CRW_16S_B_12250,,
uncultured Staphylococcus sp.,813,CRW_16S_B_12251,,
uncultured Staphylococcus sp.,818,CRW_16S_B_12253,,
uncultured Staphylococcus sp.,822,CRW_16S_B_12254,,
uncultured Staphylococcus sp.,804,CRW_16S_B_12255,,
uncultured Staphylococcus sp.,810,CRW_16S_B_12256,,
uncultured Staphylococcus sp.,823,CRW_16S_B_12257,,
uncultured Staphylococcus sp.,809,CRW_16S_B_12259,,
uncultured Staphylococcus sp.,815,CRW_16S_B_12260,,
uncultured Staphylococcus sp.,846,CRW_16S_B_12261,,
uncultured Staphylococcus sp.,846,CRW_16S_B_12262,,
uncultured Staphylococcus sp.,824,CRW_16S_B_12263,,
uncultured Staphylococcus sp.,844,CRW_16S_B_12264,,
uncultured Staphylococcus sp.,819,CRW_16S_B_12265,,
uncultured Staphylococcus sp.,847,CRW_16S_B_12266,,
uncultured Staphylococcus sp.,814,CRW_16S_B_12267,,
uncultured Staphylococcus sp.,850,CRW_16S_B_12268,,
uncultured Staphylococcus sp.,845,CRW_16S_B_12269,,
uncultured Staphylococcus sp.,836,CRW_16S_B_12272,,
uncultured Streptococcaceae bacterium,886,CRW_16S_B_12273,,
uncultured Streptococcaceae bacterium,880,CRW_16S_B_12274,,
uncultured Streptococcaceae bacterium,886,CRW_16S_B_12275,,
uncultured Streptococcaceae bacterium,879,CRW_16S_B_12276,,
uncultured Streptococcaceae bacterium,877,CRW_16S_B_12277,,
uncultured Streptococcaceae bacterium,877,CRW_16S_B_12278,,
uncultured Streptococcaceae bacterium,877,CRW_16S_B_12279,,
uncultured Streptococcaceae bacterium,886,CRW_16S_B_12280,,
uncultured Streptococcaceae bacterium,877,CRW_16S_B_12281,,
uncultured Streptococcaceae bacterium,876,CRW_16S_B_12282,,
uncultured Streptococcaceae bacterium,877,CRW_16S_B_12283,,
uncultured Streptococcaceae bacterium,881,CRW_16S_B_12284,,
uncultured Streptococcaceae bacterium,877,CRW_16S_B_12285,,
uncultured Streptococcaceae bacterium,845,CRW_16S_B_12286,,
uncultured Streptococcaceae bacterium,872,CRW_16S_B_12287,,
uncultured Streptococcaceae bacterium,874,CRW_16S_B_12288,,
uncultured Streptococcaceae bacterium,872,CRW_16S_B_12289,,
uncultured Streptococcaceae bacterium,877,CRW_16S_B_12290,,
uncultured Streptococcaceae bacterium,856,CRW_16S_B_12292,,
uncultured Streptococcaceae bacterium,819,CRW_16S_B_12293,,
uncultured Streptococcaceae bacterium,803,CRW_16S_B_12294,,
uncultured Streptococcaceae bacterium,811,CRW_16S_B_12296,,
uncultured Streptococcaceae bacterium,814,CRW_16S_B_12297,,
uncultured Streptococcaceae bacterium,845,CRW_16S_B_12299,,
uncultured Streptococcaceae bacterium,806,CRW_16S_B_12300,,
uncultured Streptococcaceae bacterium,820,CRW_16S_B_12301,,
uncultured Streptococcaceae bacterium,818,CRW_16S_B_12302,,
uncultured Streptococcaceae bacterium,830,CRW_16S_B_12303,,
uncultured Streptococcaceae bacterium,840,CRW_16S_B_12304,,
uncultured Streptococcaceae bacterium,839,CRW_16S_B_12305,,
uncultured Staphylococcus sp.,822,CRW_16S_B_12306,,
uncultured Staphylococcus sp.,880,CRW_16S_B_12307,,
uncultured Staphylococcus sp.,833,CRW_16S_B_12308,,
uncultured Staphylococcus sp.,858,CRW_16S_B_12309,,
uncultured Staphylococcus sp.,816,CRW_16S_B_12310,,
uncultured Staphylococcus sp.,825,CRW_16S_B_12312,,
uncultured Staphylococcus sp.,822,CRW_16S_B_12313,,
uncultured Staphylococcus sp.,819,CRW_16S_B_12314,,
uncultured Staphylococcus sp.,822,CRW_16S_B_12319,,
uncultured Staphylococcus sp.,847,CRW_16S_B_12320,,
uncultured Staphylococcus sp.,832,CRW_16S_B_12321,,
uncultured Staphylococcus sp.,833,CRW_16S_B_12322,,
uncultured Staphylococcus sp.,833,CRW_16S_B_12323,,
uncultured Staphylococcus sp.,844,CRW_16S_B_12327,,
uncultured Staphylococcus sp.,820,CRW_16S_B_12328,,
uncultured Staphylococcus sp.,807,CRW_16S_B_12329,,
uncultured Staphylococcus sp.,819,CRW_16S_B_12330,,
uncultured Staphylococcus sp.,845,CRW_16S_B_12332,,
uncultured Staphylococcus sp.,826,CRW_16S_B_12333,,
uncultured Staphylococcus sp.,835,CRW_16S_B_12335,,
uncultured Staphylococcus sp.,825,CRW_16S_B_12336,,
uncultured Staphylococcus sp.,813,CRW_16S_B_12338,,
uncultured Staphylococcus sp.,825,CRW_16S_B_12339,,
uncultured Staphylococcus sp.,829,CRW_16S_B_12341,,
uncultured Staphylococcus sp.,826,CRW_16S_B_12342,,
uncultured Staphylococcus sp.,838,CRW_16S_B_12345,,
uncultured Staphylococcus sp.,828,CRW_16S_B_12346,,
uncultured Staphylococcus sp.,811,CRW_16S_B_12347,,
uncultured Staphylococcus sp.,828,CRW_16S_B_12350,,
uncultured Staphylococcus sp.,823,CRW_16S_B_12353,,
uncultured Staphylococcus sp.,842,CRW_16S_B_12354,,
uncultured Staphylococcus sp.,832,CRW_16S_B_12355,,
uncultured Staphylococcus sp.,815,CRW_16S_B_12356,,
uncultured Staphylococcus sp.,808,CRW_16S_B_12357,,
uncultured Staphylococcus sp.,823,CRW_16S_B_12358,,
uncultured Staphylococcus sp.,806,CRW_16S_B_12359,,
uncultured Staphylococcus sp.,819,CRW_16S_B_12361,,
uncultured Staphylococcus sp.,849,CRW_16S_B_12362,,
uncultured Staphylococcus sp.,835,CRW_16S_B_12364,,
uncultured Staphylococcus sp.,838,CRW_16S_B_12365,,
uncultured Staphylococcus sp.,818,CRW_16S_B_12369,,
uncultured Staphylococcus sp.,848,CRW_16S_B_12370,,
uncultured Staphylococcus sp.,801,CRW_16S_B_12371,,
uncultured Staphylococcus sp.,833,CRW_16S_B_12372,,
uncultured Staphylococcus sp.,835,CRW_16S_B_12373,,
uncultured Staphylococcus sp.,840,CRW_16S_B_12374,,
uncultured Staphylococcus sp.,822,CRW_16S_B_12376,,
uncultured Staphylococcus sp.,834,CRW_16S_B_12377,,
uncultured Staphylococcus sp.,835,CRW_16S_B_12379,,
uncultured Staphylococcus sp.,818,CRW_16S_B_12380,,
uncultured Staphylococcus sp.,818,CRW_16S_B_12381,,
uncultured Staphylococcus sp.,814,CRW_16S_B_12382,,
uncultured Staphylococcus sp.,850,CRW_16S_B_12383,,
uncultured Staphylococcus sp.,848,CRW_16S_B_12384,,
uncultured Staphylococcus sp.,843,CRW_16S_B_12388,,
uncultured Staphylococcus sp.,835,CRW_16S_B_12389,,
uncultured Staphylococcus sp.,833,CRW_16S_B_12390,,
uncultured Staphylococcus sp.,830,CRW_16S_B_12391,,
uncultured Staphylococcus sp.,850,CRW_16S_B_12392,,
uncultured Staphylococcus sp.,851,CRW_16S_B_12393,,
uncultured Staphylococcus sp.,823,CRW_16S_B_12394,,
uncultured Staphylococcus sp.,837,CRW_16S_B_12396,,
uncultured Staphylococcus sp.,840,CRW_16S_B_12397,,
uncultured Staphylococcus sp.,843,CRW_16S_B_12398,,
uncultured Staphylococcus sp.,828,CRW_16S_B_12399,,
uncultured Staphylococcus sp.,834,CRW_16S_B_12400,,
uncultured Staphylococcus sp.,837,CRW_16S_B_12401,,
uncultured Staphylococcus sp.,850,CRW_16S_B_12402,,
uncultured Staphylococcus sp.,844,CRW_16S_B_12403,,
uncultured Staphylococcus sp.,853,CRW_16S_B_12404,,
uncultured Staphylococcus sp.,825,CRW_16S_B_12405,,
uncultured Staphylococcus sp.,848,CRW_16S_B_12406,,
uncultured Staphylococcus sp.,830,CRW_16S_B_12407,,
uncultured Staphylococcus sp.,843,CRW_16S_B_12408,,
uncultured Staphylococcus sp.,845,CRW_16S_B_12409,,
uncultured Staphylococcus sp.,832,CRW_16S_B_12410,,
uncultured Staphylococcus sp.,832,CRW_16S_B_12411,,
uncultured Staphylococcus sp.,845,CRW_16S_B_12413,,
uncultured Staphylococcus sp.,804,CRW_16S_B_12414,,
uncultured Staphylococcus sp.,811,CRW_16S_B_12415,,
uncultured Staphylococcus sp.,843,CRW_16S_B_12418,,
uncultured Staphylococcus sp.,873,CRW_16S_B_12421,,
uncultured Staphylococcus sp.,827,CRW_16S_B_12424,,
uncultured Staphylococcus sp.,846,CRW_16S_B_12425,,
uncultured Staphylococcus sp.,817,CRW_16S_B_12426,,
uncultured Staphylococcus sp.,832,CRW_16S_B_12429,,
uncultured Staphylococcus sp.,848,CRW_16S_B_12430,,
uncultured Staphylococcus sp.,841,CRW_16S_B_12431,,
uncultured Staphylococcus sp.,834,CRW_16S_B_12433,,
uncultured Staphylococcus sp.,833,CRW_16S_B_12434,,
uncultured Staphylococcus sp.,822,CRW_16S_B_12436,,
uncultured Staphylococcus sp.,826,CRW_16S_B_12438,,
uncultured Streptococcaceae bacterium,825,CRW_16S_B_12448,,
